"clusters"
11
7
11
7
6
10
4
7
4
11
7
7
4
4
11
4
11
11
6
4
11
4
11
1
11
11
7
1
4
11
11
7
4
11
7
11
11
4
11
11
1
6
4
11
2
1
3
11
4
7
4
4
11
4
4
1
6
2
11
5
6
11
4
11
11
11
11
6
11
6
4
4
11
1
4
11
6
7
5
1
4
1
6
5
1
1
1
7
8
1
5
4
11
4
5
11
8
4
1
5
4
5
11
11
7
6
6
4
1
11
4
4
1
11
4
7
1
6
7
7
4
4
6
6
4
7
11
4
5
11
5
4
4
11
4
3
6
3
7
8
11
11
4
7
11
3
3
11
11
3
7
7
4
7
2
5
4
2
4
5
5
4
2
4
10
11
11
1
11
4
4
11
4
7
11
11
1
1
1
5
3
4
4
11
4
1
4
1
3
4
6
7
6
4
11
11
7
3
6
3
11
4
3
5
5
2
5
10
4
4
5
1
11
4
5
4
4
6
6
1
6
1
5
5
2
4
7
11
7
6
4
11
1
11
6
5
11
11
6
11
6
1
6
7
1
3
4
11
11
7
11
11
1
3
11
3
11
1
7
10
11
6
11
4
7
1
11
3
3
2
4
11
11
11
7
1
6
11
1
11
11
11
6
7
7
6
4
4
11
4
6
1
4
4
11
11
4
6
7
7
11
6
4
4
1
4
4
11
1
5
7
11
7
4
10
1
11
7
4
4
11
11
6
1
2
4
1
11
6
1
11
4
3
6
4
7
11
11
3
2
11
4
1
5
1
4
11
6
4
11
11
11
1
3
3
4
4
5
4
11
4
6
2
5
1
4
11
11
4
11
1
11
4
2
11
3
4
11
11
5
2
4
11
4
1
1
11
1
3
5
4
6
1
11
11
7
5
5
6
11
4
4
11
3
11
11
11
11
1
6
4
11
1
4
3
6
6
4
4
4
4
5
2
4
6
1
1
4
4
4
11
3
11
11
5
4
1
4
4
6
5
1
4
1
5
7
6
10
4
5
1
6
11
11
5
11
6
1
4
5
6
4
4
7
11
1
3
4
11
4
3
3
4
11
1
4
7
6
6
6
4
1
9
6
4
4
1
1
7
6
7
11
9
7
4
4
5
11
3
4
4
11
1
7
11
6
5
11
11
1
4
4
6
11
11
4
1
1
3
5
4
3
11
4
7
4
6
4
6
11
11
6
4
11
11
4
11
7
4
5
2
1
4
4
11
10
6
11
6
4
1
5
1
7
4
1
11
1
4
1
4
4
4
7
5
11
4
6
7
1
1
7
7
4
1
10
11
