"The_Old_Curiosity_Shop"
"4"
"0"
"10"
"3.1875"
"0.0917708815809788"
"0.385756134986877"
"The_Old_Curiosity_Shop"
"5"
"0"
"17"
"6.63157894736842"
"0.0364099158919876"
"0.480704069137573"
