"target" "tag"
"1" 2 "bare"
"2" 2 "full"
"3" 2 "hard"
"4" 2 "it"
"5" 2 "little"
"6" 2 "mouth"
"7" 2 "out"
"8" 2 "ready"
"9" 2 "square"
"10" 3 "coming"
"11" 3 "face"
"12" 3 "general"
"13" 3 "girl"
"14" 3 "horse"
"15" 3 "it"
"16" 3 "kind"
"17" 3 "little"
"18" 3 "off"
"19" 3 "out"
"20" 3 "put"
"21" 3 "right"
"22" 3 "well"
"23" 3 "will"
"24" 3 "young"
"25" 4 "brim"
"26" 4 "full"
"27" 5 "alone"
"28" 5 "called"
"29" 5 "dry"
"30" 5 "face"
"31" 5 "first"
"32" 5 "full"
"33" 5 "good"
"34" 5 "great"
"35" 5 "hard"
"36" 5 "having"
"37" 5 "heavy"
"38" 5 "iron"
"39" 5 "it"
"40" 5 "little"
"41" 5 "matter-of-fact"
"42" 5 "mechanical"
"43" 5 "must"
"44" 5 "narrow"
"45" 5 "off"
"46" 5 "present"
"47" 5 "put"
"48" 5 "set"
"49" 5 "square"
"50" 5 "white"
"51" 5 "young"
"52" 6 "best"
"53" 6 "better"
"54" 6 "character"
"55" 6 "child"
"56" 6 "dry"
"57" 6 "face"
"58" 6 "girl"
"59" 6 "good"
"60" 6 "graceful"
"61" 6 "it"
"62" 6 "light"
"63" 6 "mathematical"
"64" 6 "model"
"65" 6 "natural"
"66" 6 "off"
"67" 6 "out"
"68" 6 "practical"
"69" 6 "pretty"
"70" 6 "seen"
"71" 6 "will"
"72" 6 "young"
"73" 7 "best"
"74" 7 "character"
"75" 7 "cold"
"76" 7 "coming"
"77" 7 "dry"
"78" 7 "face"
"79" 7 "first"
"80" 7 "great"
"81" 7 "having"
"82" 7 "it"
"83" 7 "light"
"84" 7 "little"
"85" 7 "model"
"86" 7 "new"
"87" 7 "off"
"88" 7 "old"
"89" 7 "open"
"90" 7 "out"
"91" 7 "practical"
"92" 7 "ready"
"93" 7 "right"
"94" 7 "satisfied"
"95" 7 "seen"
"96" 7 "smiling"
"97" 7 "taking"
"98" 7 "thin"
"99" 7 "well"
"100" 7 "white"
"101" 7 "young"
"102" 8 "alone"
"103" 8 "better"
"104" 8 "boiling"
"105" 8 "bringing"
"106" 8 "character"
"107" 8 "fancy"
"108" 8 "first"
"109" 8 "general"
"110" 8 "girl"
"111" 8 "great"
"112" 8 "having"
"113" 8 "high"
"114" 8 "human"
"115" 8 "idle"
"116" 8 "it"
"117" 8 "make"
"118" 8 "nobody"
"119" 8 "peeping"
"120" 8 "practical"
"121" 8 "present"
"122" 8 "right"
"123" 8 "simple"
"124" 8 "strong"
"125" 8 "sure"
"126" 8 "vagabond"
"127" 8 "well"
"128" 8 "will"
"129" 8 "young"
"130" 9 "child"
"131" 9 "cut"
"132" 9 "devoted"
"133" 9 "face"
"134" 9 "girl"
"135" 9 "good"
"136" 9 "high"
"137" 9 "it"
"138" 9 "least"
"139" 9 "little"
"140" 9 "making"
"141" 9 "out"
"142" 9 "red"
"143" 9 "right"
"144" 9 "still"
"145" 9 "young"
"146" 10 "bad"
"147" 10 "best"
"148" 10 "black"
"149" 10 "called"
"150" 10 "contained"
"151" 10 "face"
"152" 10 "fancy"
"153" 10 "full"
"154" 10 "hidden"
"155" 10 "human"
"156" 10 "it"
"157" 10 "lady"
"158" 10 "large"
"159" 10 "make"
"160" 10 "material"
"161" 10 "moral"
"162" 10 "off"
"163" 10 "out"
"164" 10 "practical"
"165" 10 "present"
"166" 10 "red"
"167" 10 "seen"
"168" 10 "set"
"169" 10 "short"
"170" 10 "sick"
"171" 10 "small"
"172" 10 "sound"
"173" 10 "square"
"174" 10 "still"
"175" 10 "sure"
"176" 10 "trembling"
"177" 10 "well"
"178" 10 "white"
"179" 10 "will"
"180" 10 "wooden"
"181" 11 "bad"
"182" 11 "balanced"
"183" 11 "bare"
"184" 11 "blind"
"185" 11 "blinking"
"186" 11 "case"
"187" 11 "character"
"188" 11 "face"
"189" 11 "famous"
"190" 11 "frightened"
"191" 11 "girl"
"192" 11 "giving"
"193" 11 "good"
"194" 11 "hard"
"195" 11 "horse"
"196" 11 "idle"
"197" 11 "it"
"198" 11 "kind"
"199" 11 "light"
"200" 11 "little"
"201" 11 "loud"
"202" 11 "mean"
"203" 11 "moral"
"204" 11 "must"
"205" 11 "narrow"
"206" 11 "off"
