"A_Tale_of_Two_Cities"
"4"
"0"
"9"
"2.31884057971015"
"0.123938679245283"
"0.314065545797348"
"A_Tale_of_Two_Cities"
"5"
"0"
"13"
"5.06451612903226"
"0.0494038869835048"
"0.410733580589294"
