"source" "tag"
"1" 1 "common"
"2" 1 "first"
"3" 1 "good"
"4" 1 "great"
"5" 1 "happy"
"6" 1 "having"
"7" 1 "hurt"
"8" 1 "it"
"9" 1 "kind"
"10" 1 "leaving"
"11" 1 "miserable"
"12" 1 "off"
"13" 1 "out"
"14" 1 "well"
"15" 1 "will"
"16" 1 "young"
"17" 1 "called"
"18" 2 "close"
"19" 2 "common"
"20" 1 "easy"
"21" 1 "exposed"
"22" 2 "fresh"
"23" 2 "good"
"24" 1 "grave"
"25" 2 "great"
"26" 1 "hard"
"27" 2 "having"
"28" 2 "it"
"29" 2 "last"
"30" 2 "little"
"31" 1 "make"
"32" 1 "middle"
"33" 1 "morning"
"34" 2 "off"
"35" 2 "pleasant"
"36" 2 "resolved"
"37" 1 "serious"
"38" 1 "settled"
"39" 2 "short"
"40" 2 "well"
"41" 1 "wise"
"42" 2 "young"
"43" 1 "best"
"44" 1 "bitter"
"45" 3 "called"
"46" 3 "clear"
"47" 3 "close"
"48" 3 "fell"
"49" 2 "first"
"50" 3 "frighted"
"51" 3 "good"
"52" 3 "great"
"53" 3 "hardened"
"54" 3 "having"
"55" 3 "high"
"56" 2 "ill"
"57" 3 "it"
"58" 3 "last"
"59" 3 "little"
"60" 2 "loose"
"61" 2 "lost"
"62" 3 "make"
"63" 3 "middle"
"64" 1 "must"
"65" 1 "near"
"66" 2 "out"
"67" 3 "possible"
"68" 2 "put"
"69" 3 "roused"
"70" 3 "seen"
"71" 3 "still"
"72" 3 "terrible"
"73" 3 "well"
"74" 3 "young"
"75" 4 "able"
"76" 3 "calm"
"77" 4 "close"
"78" 4 "dead"
"79" 2 "done"
"80" 4 "even"
"81" 4 "first"
"82" 4 "good"
"83" 3 "grave"
"84" 4 "great"
"85" 2 "happy"
"86" 4 "having"
"87" 4 "ill"
"88" 4 "impossible"
"89" 4 "it"
"90" 2 "kind"
"91" 4 "little"
"92" 4 "make"
"93" 4 "must"
"94" 4 "near"
"95" 3 "off"
"96" 4 "out"
"97" 4 "put"
"98" 4 "rowing"
"99" 3 "set"
"100" 4 "stern"
"101" 4 "well"
"102" 2 "will"
"103" 4 "young"
"104" 4 "best"
"105" 3 "common"
"106" 5 "even"
"107" 5 "it"
"108" 4 "last"
"109" 5 "little"
"110" 5 "make"
"111" 5 "off"
"112" 5 "out"
"113" 5 "well"
"114" 3 "wise"
"115" 1 "aspiring"
"116" 2 "bound"
"117" 4 "called"
"118" 4 "clear"
"119" 5 "close"
"120" 1 "competent"
"121" 2 "deaf"
"122" 6 "even"
"123" 4 "fell"
"124" 1 "filled"
"125" 5 "first"
"126" 5 "good"
"127" 5 "great"
"128" 5 "having"
"129" 6 "it"
"130" 3 "lay"
"131" 3 "least"
"132" 6 "little"
"133" 4 "loose"
"134" 6 "make"
"135" 2 "making"
"136" 3 "morning"
"137" 5 "near"
"138" 6 "off"
"139" 2 "ordinary"
"140" 3 "resolved"
"141" 5 "set"
"142" 3 "short"
"143" 2 "sick"
"144" 5 "stern"
"145" 4 "surprised"
"146" 4 "terrible"
"147" 5 "unfortunate"
"148" 4 "violent"
"149" 5 "young"
"150" 1 "ancient"
"151" 7 "called"
"152" 5 "calm"
"153" 7 "captain"
"154" 3 "cleared"
"155" 6 "common"
"156" 4 "cut"
"157" 4 "dreadful"
"158" 7 "fell"
"159" 7 "first"
"160" 5 "fit"
"161" 3 "fresh"
"162" 7 "great"
"163" 7 "having"
"164" 7 "it"
"165" 7 "lay"
"166" 7 "least"
"167" 7 "little"
"168" 4 "lost"
"169" 1 "low"
"170" 4 "lying"
"171" 7 "make"
"172" 7 "making"
"173" 5 "melancholy"
"174" 4 "middle"
"175" 2 "miserable"
"176" 7 "morning"
"177" 4 "nobody"
"178" 7 "off"
"179" 2 "old"
"180" 7 "ordinary"
"181" 6 "out"
"182" 7 "pretty"
"183" 2 "prophetic"
"184" 5 "put"
"185" 7 "resolved"
"186" 3 "rose"
"187" 5 "rowing"
"188" 7 "set"
"189" 7 "short"
"190" 7 "shot"
"191" 7 "small"
"192" 3 "snug"
"193" 6 "well"
"194" 5 "will"
"195" 7 "young"
"196" 8 "behind"
"197" 6 "best"
"198" 8 "called"
"199" 8 "calm"
"200" 5 "case"
"201" 7 "clear"
"202" 3 "contrary"
"203" 5 "done"
"204" 1 "excellent"
"205" 2 "face"
"206" 7 "filled"
"207" 8 "first"
"208" 8 "fish"
"209" 8 "fishing"
"210" 5 "forward"
"211" 8 "fresh"
"212" 5 "gone"
"213" 8 "great"
"214" 2 "hurt"
"215" 8 "it"
"216" 8 "least"
"217" 8 "little"
"218" 8 "make"
"219" 8 "making"
"220" 5 "must"
"221" 7 "near"
"222" 8 "off"
"223" 8 "out"
"224" 8 "prize"
"225" 8 "put"
"226" 8 "resolved"
"227" 8 "rose"
"228" 8 "set"
"229" 8 "shot"
"230" 3 "strong"
"231" 2 "sure"
"232" 4 "thinking"
"233" 3 "true"
"234" 8 "well"
"235" 8 "will"
"236" 3 "anchor"
"237" 3 "apprehensive"
"238" 9 "case"
"239" 3 "cheerful"
"240" 3 "continuing"
"241" 8 "dreadful"
"242" 8 "fair"
"243" 9 "first"
"244" 9 "fresh"
"245" 4 "frighted"
"246" 7 "good"
"247" 9 "great"
"248" 8 "having"
"249" 9 "horrid"
"250" 1 "human"
"251" 5 "impossible"
"252" 9 "it"
"253" 5 "kind"
"254" 8 "lay"
"255" 9 "least"
"256" 9 "little"
"257" 9 "make"
"258" 9 "mouth"
"259" 9 "near"
"260" 9 "off"
"261" 9 "out"
"262" 7 "principal"
"263" 8 "proper"
"264" 9 "quiet"
"265" 8 "ready"
"266" 3 "smooth"
"267" 2 "sooner"
"268" 4 "still"
"269" 9 "sure"
"270" 7 "surprised"
"271" 9 "swimming"
"272" 7 "taking"
"273" 9 "well"
"274" 7 "wild"
"275" 9 "will"
"276" 10 "anchor"
"277" 10 "beast"
"278" 9 "best"
"279" 4 "broken"
"280" 7 "close"
"281" 9 "contrary"
"282" 10 "dreadful"
"283" 8 "fell"
"284" 9 "filled"
