"source" "tag"
"1" 1 "blue"
"2" 1 "dear"
"3" 1 "even"
"4" 1 "face"
"5" 1 "forming"
"6" 1 "general"
"7" 1 "good"
"8" 1 "great"
"9" 1 "it"
"10" 1 "lady"
"11" 1 "little"
"12" 1 "must"
"13" 2 "better"
"14" 2 "certain"
"15" 2 "dear"
"16" 2 "face"
"17" 2 "faded"
"18" 2 "general"
"19" 1 "genteel"
"20" 2 "good"
"21" 1 "having"
"22" 2 "it"
"23" 2 "lady"
"24" 2 "last"
"25" 2 "little"
"26" 1 "low"
"27" 2 "make"
"28" 2 "must"
"29" 1 "out"
"30" 2 "particular"
"31" 2 "round"
"32" 1 "wearing"
"33" 2 "well"
"34" 3 "affected"
"35" 2 "alone"
"36" 2 "base"
"37" 2 "best"
"38" 3 "better"
"39" 2 "called"
"40" 3 "dear"
"41" 2 "deep"
"42" 3 "general"
"43" 2 "girl"
"44" 3 "good"
"45" 2 "great"
"46" 3 "having"
"47" 3 "it"
"48" 3 "lady"
"49" 3 "little"
"50" 3 "low"
"51" 3 "make"
"52" 1 "making"
"53" 3 "must"
"54" 3 "necessary"
"55" 3 "off"
"56" 3 "out"
"57" 3 "particular"
"58" 1 "present"
"59" 2 "rising"
"60" 2 "seen"
"61" 3 "shaky"
"62" 3 "short"
"63" 3 "sorry"
"64" 3 "spasmodic"
"65" 1 "spirit"
"66" 2 "sure"
"67" 3 "taking"
"68" 3 "trembly"
"69" 3 "weak"
"70" 3 "well"
"71" 1 "will"
"72" 4 "best"
"73" 4 "called"
"74" 2 "child"
"75" 1 "close"
"76" 2 "clung"
"77" 4 "dear"
"78" 4 "deep"
"79" 2 "even"
"80" 3 "face"
"81" 4 "girl"
"82" 4 "great"
"83" 4 "having"
"84" 4 "it"
"85" 4 "lady"
"86" 1 "lay"
"87" 1 "least"
"88" 4 "little"
"89" 2 "loud"
"90" 4 "low"
"91" 4 "make"
"92" 2 "moved"
"93" 4 "must"
"94" 4 "necessary"
"95" 1 "open"
"96" 4 "out"
"97" 3 "round"
"98" 2 "roused"
"99" 4 "seen"
"100" 1 "sick"
"101" 4 "will"
"102" 1 "bald"
"103" 4 "better"
"104" 2 "case"
"105" 3 "character"
"106" 5 "child"
"107" 5 "close"
"108" 5 "dear"
"109" 1 "done"
"110" 5 "face"
"111" 4 "general"
"112" 3 "gone"
"113" 5 "having"
"114" 1 "human"
"115" 5 "it"
"116" 3 "last"
"117" 5 "least"
"118" 1 "likely"
"119" 5 "little"
"120" 5 "make"
"121" 5 "must"
"122" 5 "necessary"
"123" 4 "off"
"124" 4 "present"
"125" 3 "professional"
"126" 3 "ridiculous"
"127" 1 "set"
"128" 4 "short"
"129" 5 "sound"
"130" 4 "sure"
"131" 1 "whole"
"132" 5 "will"
"133" 6 "child"
"134" 6 "close"
"135" 6 "dear"
"136" 5 "even"
