"target" "tag"
"1" 2 "bear"
"2" 2 "celebrated"
"3" 2 "fair"
"4" 2 "forward"
"5" 2 "full"
"6" 2 "great"
"7" 2 "human"
"8" 2 "it"
"9" 3 "beneath"
"10" 3 "black"
"11" 3 "face"
"12" 3 "first"
"13" 3 "great"
"14" 3 "human"
"15" 3 "illustrious"
"16" 3 "it"
"17" 3 "laying"
"18" 3 "leader"
"19" 3 "learned"
"20" 3 "light"
"21" 3 "must"
"22" 3 "off"
"23" 3 "out"
"24" 3 "put"
"25" 3 "right"
"26" 3 "specimen"
"27" 3 "whole"
"28" 3 "worthy"
"29" 4 "appealing"
"30" 4 "beneath"
"31" 4 "black"
"32" 4 "extraordinary"
"33" 4 "face"
"34" 4 "first"
"35" 4 "full"
"36" 4 "green"
"37" 4 "having"
"38" 4 "human"
"39" 4 "individual"
"40" 4 "it"
"41" 4 "learned"
"42" 4 "make"
"43" 4 "new"
"44" 4 "off"
"45" 4 "old"
"46" 4 "open"
"47" 4 "out"
"48" 4 "perfect"
"49" 4 "poetic"
"50" 4 "put"
"51" 4 "short"
"52" 4 "starting"
"53" 4 "strange"
"54" 4 "strong"
"55" 4 "well"
"56" 4 "white"
"57" 4 "whole"
"58" 4 "will"
"59" 5 "broken"
"60" 5 "careful"
"61" 5 "engaged"
"62" 5 "extraordinary"
"63" 5 "first"
"64" 5 "full"
"65" 5 "gone"
"66" 5 "great"
"67" 5 "having"
"68" 5 "it"
"69" 5 "lady"
"70" 5 "little"
"71" 5 "lively"
"72" 5 "main"
"73" 5 "make"
"74" 5 "morning"
"75" 5 "mouth"
"76" 5 "old"
"77" 5 "out"
"78" 5 "poetic"
"79" 5 "private"
"80" 5 "right"
"81" 5 "singular"
"82" 5 "still"
"83" 5 "well"
"84" 5 "whole"
"85" 5 "young"
"86" 6 "animal"
"87" 6 "calm"
"88" 6 "drawn"
"89" 6 "fell"
"90" 6 "filled"
"91" 6 "fine"
"92" 6 "first"
"93" 6 "following"
"94" 6 "general"
"95" 6 "girl"
"96" 6 "great"
"97" 6 "individual"
"98" 6 "it"
"99" 6 "large"
"100" 6 "loquacious"
"101" 6 "low"
"102" 6 "morning"
"103" 6 "must"
"104" 6 "ordinary"
"105" 6 "out"
"106" 6 "possible"
"107" 6 "present"
"108" 6 "remarkable"
"109" 6 "round"
"110" 6 "searching"
"111" 6 "smoking"
"112" 6 "whole"
"113" 7 "acknowledged"
"114" 7 "black"
"115" 7 "blue"
"116" 7 "bosom"
"117" 7 "distinguished"
"118" 7 "elevated"
"119" 7 "fellow"
"120" 7 "first"
"121" 7 "forward"
"122" 7 "full"
"123" 7 "general"
"124" 7 "gone"
"125" 7 "good"
"126" 7 "great"
"127" 7 "indefatigable"
"128" 7 "it"
"129" 7 "lady"
"130" 7 "large"
"131" 7 "leading"
"132" 7 "light"
"133" 7 "little"
"134" 7 "make"
"135" 7 "must"
"136" 7 "new"
"137" 7 "odd"
"138" 7 "off"
"139" 7 "old"
"140" 7 "open"
"141" 7 "ordinary"
"142" 7 "out"
"143" 7 "present"
"144" 7 "round"
"145" 7 "short"
"146" 7 "splitting"
"147" 7 "staggering"
"148" 7 "strong"
"149" 7 "tall"
"150" 7 "young"
"151" 8 "bald"
"152" 8 "bear"
"153" 8 "black"
"154" 8 "chosen"
"155" 8 "face"
"156" 8 "fast"
"157" 8 "good"
"158" 8 "great"
"159" 8 "important"
"160" 8 "indefatigable"
"161" 8 "indignant"
"162" 8 "intelligible"
"163" 8 "it"
"164" 8 "lady"
"165" 8 "leader"
"166" 8 "little"
"167" 8 "low"
"168" 8 "morning"
"169" 8 "new"
"170" 8 "old"
"171" 8 "out"
"172" 8 "overturning"
"173" 8 "present"
"174" 8 "put"
"175" 8 "round"
"176" 8 "seen"
"177" 8 "slight"
"178" 8 "strong"
"179" 8 "unmoved"
"180" 8 "upright"
"181" 8 "whole"
"182" 8 "young"
"183" 9 "beneath"
"184" 9 "blue"
"185" 9 "bright"
"186" 9 "called"
"187" 9 "card"
"188" 9 "changed"
"189" 9 "close"
"190" 9 "conversation"
"191" 9 "extraordinary"
"192" 9 "fast"
"193" 9 "fell"
"194" 9 "first"
"195" 9 "following"
"196" 9 "gilt"
"197" 9 "glowing"
"198" 9 "having"
"199" 9 "insulted"
"200" 9 "intoxicated"
"201" 9 "it"
"202" 9 "last"
"203" 9 "leader"
"204" 9 "lost"
"205" 9 "loud"
"206" 9 "morning"
"207" 9 "must"
"208" 9 "old"
"209" 9 "out"
"210" 9 "possible"
"211" 9 "present"
"212" 9 "principal"
"213" 9 "profound"
"214" 9 "put"
"215" 9 "real"
"216" 9 "right"
"217" 9 "round"
"218" 9 "smoking"
"219" 9 "starting"
"220" 9 "uncommon"
"221" 9 "unconscious"
"222" 9 "will"
"223" 10 "affected"
"224" 10 "agitated"
"225" 10 "animated"
"226" 10 "astonished"
"227" 10 "bad"
"228" 10 "case"
"229" 10 "changed"
"230" 10 "dear"
"231" 10 "devoted"
"232" 10 "dreadful"
"233" 10 "even"
"234" 10 "extraordinary"
"235" 10 "feel"
"236" 10 "fellow"
"237" 10 "good"
"238" 10 "having"
"239" 10 "heavy"
"240" 10 "it"
"241" 10 "little"
"242" 10 "lively"
"243" 10 "local"
"244" 10 "make"
"245" 10 "military"
"246" 10 "morning"
"247" 10 "off"
"248" 10 "out"
"249" 10 "possible"
"250" 10 "powerful"
"251" 10 "present"
"252" 10 "principal"
"253" 10 "put"
"254" 10 "unwonted"
"255" 10 "will"
"256" 11 "better"
"257" 11 "black"
"258" 11 "blue"
"259" 11 "bound"
"260" 11 "case"
"261" 11 "coming"
"262" 11 "considerable"
"263" 11 "dear"
"264" 11 "dull"
"265" 11 "excellent"
"266" 11 "extraordinary"
"267" 11 "fat"
"268" 11 "feel"
"269" 11 "fellow"
"270" 11 "first"
"271" 11 "forward"
"272" 11 "having"
