"source" "tag"
"1" 1 "better"
"2" 1 "case"
"3" 1 "even"
"4" 1 "first"
"5" 1 "game"
"6" 1 "general"
"7" 1 "good"
"8" 1 "great"
"9" 1 "having"
"10" 1 "it"
"11" 1 "lady"
"12" 1 "little"
"13" 1 "live"
"14" 1 "natural"
"15" 1 "near"
"16" 1 "old"
"17" 1 "out"
"18" 1 "poor"
"19" 1 "round"
"20" 1 "set"
"21" 1 "small"
"22" 1 "tired"
"23" 1 "true"
"24" 1 "will"
"25" 1 "young"
"26" 1 "face"
"27" 1 "fit"
"28" 2 "old"
"29" 2 "alone"
"30" 2 "better"
"31" 1 "correct"
"32" 2 "even"
"33" 2 "first"
"34" 2 "general"
"35" 2 "good"
"36" 2 "great"
"37" 2 "it"
"38" 1 "kind"
"39" 2 "large"
"40" 1 "late"
"41" 2 "little"
"42" 2 "live"
"43" 1 "low"
"44" 1 "morning"
"45" 2 "nobody"
"46" 2 "out"
"47" 1 "rich"
"48" 2 "round"
"49" 2 "single"
"50" 1 "well"
"51" 1 "alive"
"52" 4 "broken"
"53" 2 "dear"
"54" 4 "dirty"
"55" 3 "face"
"56" 4 "first"
"57" 4 "gone"
"58" 4 "great"
"59" 4 "high"
"60" 4 "impossible"
"61" 4 "it"
"62" 4 "kind"
"63" 2 "last"
"64" 4 "little"
"65" 4 "make"
"66" 4 "morning"
"67" 4 "out"
"68" 4 "planted"
"69" 2 "poor"
"70" 4 "round"
"71" 1 "routine"
"72" 1 "scanty"
"73" 4 "seen"
"74" 1 "short"
"75" 2 "small"
"76" 3 "smiling"
"77" 1 "taking"
"78" 4 "well"
"79" 4 "white"
"80" 2 "will"
"81" 1 "worthy"
"82" 4 "behind"
"83" 4 "better"
"84" 1 "black"
"85" 2 "capital"
"86" 2 "considerable"
"87" 1 "desperate"
"88" 4 "done"
"89" 4 "even"
"90" 5 "fell"
"91" 5 "first"
"92" 5 "full"
"93" 5 "gone"
"94" 5 "great"
"95" 2 "having"
"96" 5 "it"
"97" 4 "large"
"98" 5 "last"
"99" 5 "little"
"100" 4 "live"
"101" 4 "low"
"102" 2 "near"
"103" 5 "off"
"104" 4 "open"
"105" 5 "out"
"106" 5 "poor"
"107" 1 "quiet"
"108" 5 "round"
"109" 4 "second"
"110" 2 "set"
"111" 5 "short"
"112" 5 "smiling"
"113" 5 "taking"
"114" 1 "useful"
"115" 4 "vocal"
"116" 6 "behind"
"117" 1 "best"
"118" 6 "capital"
"119" 2 "case"
"120" 5 "clean"
"121" 4 "cold"
"122" 1 "commercial"
"123" 4 "correct"
"124" 6 "destitute"
"125" 6 "fell"
"126" 6 "first"
"127" 6 "great"
"128" 6 "having"
"129" 4 "heavy"
"130" 6 "it"
"131" 6 "last"
"132" 4 "melancholy"
"133" 2 "mercantile"
"134" 1 "must"
"135" 6 "off"
"136" 6 "out"
"137" 5 "planted"
"138" 6 "poor"
"139" 4 "private"
"140" 2 "reduced"
"141" 5 "right"
"142" 6 "second"
"143" 5 "seen"
"144" 4 "still"
"145" 3 "sunk"
"146" 1 "whole"
"147" 7 "awakened"
"148" 6 "brilliant"
"149" 6 "done"
"150" 7 "glorious"
"151" 4 "good"
"152" 7 "great"
"153" 5 "green"
"154" 7 "having"
"155" 7 "it"
"156" 6 "loud"
"157" 5 "make"
"158" 6 "pleasant"
"159" 6 "praiseworthy"
"160" 2 "promising"
"161" 5 "put"
"162" 7 "read"
"163" 4 "rich"
"164" 2 "true"
"165" 1 "virtuous"
"166" 7 "warm"
"167" 2 "young"
"168" 5 "alive"
"169" 7 "behind"
"170" 7 "best"
"171" 6 "better"
"172" 6 "black"
"173" 4 "blue"
"174" 2 "character"
"175" 7 "cold"
"176" 1 "dead"
"177" 5 "dirty"
"178" 5 "face"
"179" 7 "fell"
"180" 7 "female"
"181" 2 "girl"
"182" 8 "good"
"183" 8 "great"
"184" 8 "having"
"185" 5 "high"
"186" 8 "it"
"187" 5 "kind"
"188" 2 "lady"
"189" 6 "large"
"190" 6 "little"
"191" 6 "low"
"192" 8 "make"
"193" 7 "must"
"194" 4 "nobody"
"195" 3 "old"
"196" 7 "out"
"197" 7 "private"
"198" 8 "put"
"199" 8 "read"
