"source" "tag"
"1" 1 "black"
"2" 1 "dry"
"3" 1 "grating"
"4" 1 "impatient"
"5" 1 "it"
"6" 1 "large"
"7" 1 "little"
"8" 1 "lying"
"9" 1 "moved"
"10" 1 "old"
"11" 1 "out"
"12" 1 "pretty"
"13" 1 "shot"
"14" 1 "stone"
"15" 1 "ugly"
"16" 1 "white"
"17" 2 "better"
"18" 2 "child"
"19" 2 "coarse"
"20" 1 "drawn"
"21" 2 "dry"
"22" 2 "face"
"23" 2 "good"
"24" 1 "great"
"25" 2 "it"
"26" 2 "jelly"
"27" 1 "light"
"28" 2 "little"
"29" 1 "make"
"30" 2 "old"
"31" 2 "out"
"32" 2 "pretty"
"33" 2 "put"
"34" 2 "quick"
"35" 2 "will"
"36" 1 "beautiful"
"37" 3 "better"
"38" 2 "certain"
"39" 3 "dry"
"40" 1 "even"
"41" 2 "first"
"42" 3 "game"
"43" 3 "good"
"44" 3 "great"
"45" 2 "handsome"
"46" 1 "hot"
"47" 3 "it"
"48" 2 "kind"
"49" 1 "lay"
"50" 3 "light"
"51" 3 "little"
"52" 2 "must"
"53" 3 "out"
"54" 2 "particular"
"55" 3 "possible"
"56" 3 "pretty"
"57" 3 "put"
"58" 3 "ready"
"59" 1 "seen"
"60" 2 "small"
"61" 2 "touched"
"62" 1 "well"
"63" 3 "will"
"64" 3 "beat"
"65" 4 "case"
"66" 4 "collected"
"67" 1 "deep"
"68" 4 "difficult"
"69" 4 "done"
"70" 3 "face"
"71" 2 "grotesque"
"72" 4 "it"
"73" 4 "kind"
"74" 4 "lay"
"75" 4 "light"
"76" 4 "little"
"77" 3 "make"
"78" 4 "must"
"79" 4 "out"
"80" 3 "pausing"
"81" 4 "put"
"82" 4 "seen"
"83" 2 "soft"
"84" 2 "ugly"
"85" 4 "will"
"86" 1 "beast"
"87" 4 "better"
"88" 1 "captive"
"89" 5 "deep"
"90" 1 "distant"
"91" 3 "drawn"
"92" 4 "even"
"93" 5 "face"
"94" 4 "good"
"95" 4 "great"
"96" 2 "impatient"
"97" 5 "it"
"98" 3 "last"
"99" 5 "lay"
"100" 5 "light"
"101" 5 "little"
"102" 4 "making"
"103" 2 "near"
"104" 5 "out"
"105" 5 "put"
"106" 4 "ready"
"107" 2 "red"
"108" 2 "round"
"109" 3 "smoking"
"110" 5 "sound"
"111" 5 "still"
"112" 3 "taking"
"113" 3 "tried"
"114" 5 "whole"
"115" 1 "wide"
"116" 1 "wild"
"117" 6 "bear"
"118" 6 "better"
"119" 5 "case"
"120" 1 "close"
"121" 6 "even"
"122" 6 "face"
"123" 2 "fair"
"124" 4 "first"
"125" 5 "forward"
"126" 4 "free"
"127" 6 "good"
"128" 4 "handsome"
"129" 6 "it"
"130" 5 "kind"
"131" 2 "large"
"132" 6 "last"
"133" 4 "least"
"134" 6 "making"
"135" 5 "mean"
"136" 5 "must"
"137" 5 "new"
"138" 3 "off"
"139" 6 "out"
"140" 4 "peculiar"
"141" 4 "pretty"
"142" 6 "put"
"143" 1 "rattling"
"144" 6 "ready"
"145" 6 "round"
"146" 4 "second"
"147" 1 "set"
"148" 5 "soft"
"149" 1 "staring"
"150" 6 "still"
"151" 1 "strong"
"152" 6 "taking"
"153" 4 "touched"
"154" 4 "well"
"155" 2 "white"
"156" 6 "able"
"157" 2 "big"
"158" 3 "breaking"
"159" 4 "changed"
"160" 3 "child"
"161" 7 "coming"
"162" 7 "dark"
"163" 6 "dead"
"164" 7 "even"
"165" 7 "face"
"166" 3 "full"
"167" 7 "good"
"168" 7 "grave"
"169" 6 "great"
"170" 6 "hard"
"171" 4 "having"
"172" 3 "holding"
"173" 7 "it"
"174" 7 "kind"
"175" 6 "little"
"176" 5 "make"
"177" 7 "must"
"178" 7 "new"
"179" 7 "out"
"180" 4 "poor"
"181" 1 "quiet"
"182" 7 "round"
"183" 5 "seen"
"184" 7 "silent"
"185" 7 "touched"
"186" 6 "wide"
"187" 7 "young"
"188" 7 "bare"
"189" 7 "bear"
"190" 7 "behind"
"191" 5 "bent"
"192" 8 "called"
"193" 5 "character"
"194" 8 "child"
"195" 5 "done"
"196" 1 "gloomy"
"197" 8 "grave"
"198" 8 "great"
"199" 8 "hard"
"200" 8 "it"
"201" 7 "last"
"202" 8 "little"
"203" 7 "mean"
"204" 3 "mighty"
"205" 1 "monotonous"
"206" 8 "must"
"207" 8 "new"
"208" 8 "out"
"209" 8 "poor"
