"Hard_Times"
"5"
"0"
"12"
"3.93333333333333"
"0.0635955381718094"
"0.392263919115067"
"Hard_Times"
"7"
"0"
"11"
"5.42857142857143"
"0.0381928272007452"
"0.314462304115295"
"Hard_Times"
"5"
"0"
"13"
"3.86666666666667"
"0.0591454272863568"
"0.373911082744598"
