"Pride_and_Prejudice"
"5"
"0"
"10"
"2.72727272727273"
"0.112527964205817"
"0.346893519163132"
"Pride_and_Prejudice"
"5"
"0"
"16"
"5.32142857142857"
"0.0465263921639761"
"0.434161126613617"
