"root_node_id" "tag"
"1" "affectionate"
"1" "cheerful"
"1" "clever"
"1" "comfortable"
"1" "depressed"
"1" "excellent"
"1" "generous"
"1" "gentle"
"1" "great"
"1" "handsome"
"1" "happy"
"1" "intellectual"
"1" "intelligent"
"1" "interested"
"1" "little"
"1" "natural"
"1" "nervous"
"1" "old"
"1" "playful"
"1" "pleasant"
"1" "rich"
"1" "short"
"1" "useful"
"2" "afraid"
"2" "beautiful"
"2" "cold"
"2" "glad"
"2" "good"
"2" "hard"
"2" "lucky"
"2" "poor"
"2" "pretty"
"2" "sad"
"2" "sensible"
"2" "stable"
"2" "well"
"3" "agreeable"
"3" "important"
"3" "open"
"3" "proud"
"3" "punctual"
"3" "secure"
"3" "straightforward"
"3" "worthy"
"3" "young"
"4" "kind"
"5" "active"
"5" "amazing"
"5" "delightful"
"5" "desirable"
"5" "fine"
"5" "friendly"
"5" "lively"
"5" "respectable"
"5" "social"
"5" "strong"
"5" "sweet"
"5" "unhappy"
"5" "unreasonable"
"5" "warm"
"6" "fortunate"
"6" "pleasing"
"6" "proper"
"6" "strange"
"7" "concerned"
"7" "delighted"
"7" "devoted"
"7" "fair"
"7" "gracious"
"7" "grateful"
"7" "harmless"
"7" "healthy"
"7" "honest"
"7" "liberal"
"7" "lovely"
"7" "neat"
"7" "plain"
"7" "pleased"
"7" "quiet"
"7" "reasonable"
"7" "respectful"
"8" "#-shy"
"8" "bad"
"8" "busy"
"8" "determined"
"8" "interesting"
"8" "thin"
"8" "thorough"
"8" "unusual"
"9" "alone"
"9" "encouraging"
"9" "independent"
"9" "satisfied"
"9" "valuable"
"9" "youthful"
"10" "#-handsome"
"10" "careful"
"10" "entertaining"
"11" "awkward"
"11" "ignorant"
"11" "serious"
"13" "dependent"
"14" "anxious"
"14" "blind"
"14" "brilliant"
"14" "sincere"
"14" "uncomfortable"
"15" "confident"
"15" "difficult"
"15" "graceful"
"16" "eager"
"17" "#-tall"
"17" "admirable"
"18" "ashamed"
"18" "certain"
"18" "direct"
"18" "extraordinary"
"18" "powerful"
"19" "confused"
"20" "modest"
"20" "original"
"20" "suspicious"
"21" "amusing"
"21" "rude"
"22" "foolish"
"22" "tall"
"23" "angry"
"23" "nice"
"23" "selfish"
"23" "weak"
"24" "attentive"
"24" "inconsiderate"
"24" "prominent"
"28" "private"
"29" "ridiculous"
"29" "thankful"
"30" "rough"
"31" "#-good"
"31" "charming"
"32" "compassionate"
"32" "romantic"
"33" "cautious"
"34" "#-little"
"34" "capable"
"34" "competent"
"34" "exciting"
"37" "conceited"
"37" "curious"
"37" "disappointed"
"37" "spoiled"
"37" "tired"
"38" "#-well"
"39" "#-thin"
"39" "accomplished"
"39" "dangerous"
"39" "sarcastic"
"40" NA
"40" "40"
"42" "prompt"
"44" "polite"
"46" "jealous"
"47" "awake"
"47" "careless"
"48" "adventurous"
"48" "cool"
"48" "violent"
"51" "ordinary"
"52" "unfriendly"
"52" "wise"
"53" "feminine"
"53" "lonely"
"55" "unfair"
"57" "prejudiced"
"59" "impatient"
"59" "remarkable"
"60" "unlucky"
"61" NA
"61" "61"
"62" "evil"
"63" "compatible"
"67" "#-talkative"
"68" "genuine"
"69" "stupid"
"71" "exhausted"
"72" "faithful"
"72" "innocent"
"75" "cheap"
"75" "positive"
"75" "successful"
"76" "popular"
"77" "#-pleasing"
"77" "critical"
"78" "distinguished"
"82" "elderly"
"85" "considerate"
"85" "thoughtful"
"87" "alert"
"90" "famous"
"92" "firm"
"93" "#-open"
"94" "thoughtless"
"96" "clean"
"98" "joyful"
"98" "noisy"
"98" "prosperous"
"99" "argumentative"
"101" "attractive"
"103" "#-foolish"
"103" "#-pretty"
"103" "#-satisfied"
"103" "#-wise"
"103" "familiar"
"103" "witty"
"104" "wonderful"
"105" "impolite"
"107" "#-happy"
"109" "#-pleased"
"110" "professional"
"114" "strict"
"114" "unemployed"
"116" "observant"
"118" "#-great"
"118" "helpless"
"118" "loud"
"119" "talkative"
"120" "calm"
"120" "embarrassed"
"123" "patient"
"124" "productive"
"125" "cruel"
"126" "lazy"
"127" "courageous"
"129" "excited"
"134" "#-irritated"
"134" "expressive"
"136" "bright"
"137" "#-tired"
"137" "negative"
"140" NA
"140" "140"
"157" "irrational"
"158" "bitter"
"158" "disgusting"
"158" "spontaneous"
"161" "energetic"
"161" "irritable"
"166" "encouraged"
"169" "consistent"
"169" "insane"
"184" "embarrassing"
"184" "forgiving"
"186" "decent"
