"target" "tag"
"1" 3 "close"
"2" 3 "cut"
"3" 3 "evil"
"4" 3 "fair"
"5" 3 "good"
"6" 3 "heavy"
"7" 3 "highwayman"
"8" 3 "hill"
"9" 3 "it"
"10" 3 "last"
"11" 3 "lay"
"12" 3 "light"
"13" 3 "loaded"
"14" 3 "make"
"15" 3 "out"
"16" 3 "put"
"17" 3 "short"
"18" 3 "shot"
"19" 3 "taking"
"20" 4 "behind"
"21" 4 "best"
"22" 4 "blunderbuss"
"23" 4 "booked"
"24" 4 "close"
"25" 4 "face"
"26" 4 "floundering"
"27" 4 "general"
"28" 4 "hill"
"29" 4 "horse"
"30" 4 "it"
"31" 4 "light"
"32" 4 "make"
"33" 4 "making"
"34" 4 "off"
"35" 4 "old"
"36" 4 "out"
"37" 4 "read"
"38" 4 "round"
"39" 4 "set"
"40" 4 "small"
"41" 4 "strange"
"42" 4 "sure"
"43" 4 "tremulous"
"44" 6 "beating"
"45" 6 "best"
"46" 6 "busy"
"47" 6 "dead"
"48" 6 "dear"
"49" 6 "even"
"50" 6 "first"
"51" 6 "growing"
"52" 6 "hill"
"53" 6 "human"
"54" 6 "it"
"55" 6 "last"
"56" 6 "lay"
"57" 6 "light"
"58" 6 "little"
"59" 6 "lumbering"
"60" 6 "mare"
"61" 6 "near"
"62" 6 "off"
"63" 6 "old"
"64" 6 "out"
"65" 6 "private"
"66" 6 "read"
"67" 6 "right"
"68" 6 "sound"
"69" 6 "still"
"70" 6 "well"
"71" 7 "alive"
"72" 7 "burning"
"73" 7 "clear"
"74" 7 "cold"
"75" 7 "dozing"
"76" 7 "even"
"77" 7 "face"
"78" 7 "great"
"79" 7 "hanging"
"80" 7 "it"
"81" 7 "last"
"82" 7 "light"
"83" 7 "out"
"84" 7 "quiet"
"85" 7 "still"
"86" 7 "strong"
"87" 7 "wet"
"88" 7 "wretched"
"89" 8 "bright"
"90" 8 "close"
"91" 8 "confidential"
"92" 8 "dirty"
"93" 8 "drawn"
"94" 8 "face"
"95" 8 "fair"
"96" 8 "gone"
"97" 8 "good"
"98" 8 "it"
"99" 8 "kind"
"100" 8 "lady"
"101" 8 "large"
"102" 8 "last"
"103" 8 "late"
"104" 8 "light"
"105" 8 "little"
"106" 8 "loud"
"107" 8 "moved"
"108" 8 "must"
"109" 8 "narrow"
"110" 8 "off"
"111" 8 "out"
"112" 8 "plain"
"113" 8 "pretty"
"114" 8 "right"
"115" 8 "seen"
"116" 8 "set"
"117" 8 "still"
"118" 8 "well"
"119" 8 "white"
"120" 8 "will"
"121" 9 "behind"
"122" 9 "black"
"123" 9 "bright"
"124" 9 "clear"
"125" 9 "cold"
"126" 9 "complete"
"127" 9 "dark"
"128" 9 "done"
"129" 9 "foreign"
"130" 9 "golden"
"131" 9 "good"
"132" 9 "having"
"133" 9 "heavy"
"134" 9 "high"
"135" 9 "holding"
"136" 9 "it"
"137" 9 "kind"
"138" 9 "lady"
"139" 9 "large"
"140" 9 "last"
"141" 9 "light"
"142" 9 "little"
"143" 9 "loaded"
"144" 9 "moved"
"145" 9 "narrow"
"146" 9 "near"
"147" 9 "nobody"
"148" 9 "odd"
"149" 9 "out"
"150" 9 "pretty"
"151" 9 "red"
"152" 9 "seen"
"153" 9 "set"
"154" 9 "short"
"155" 9 "small"
"156" 9 "still"
"157" 9 "strong"
"158" 9 "will"
"159" 9 "young"
"160" 10 "afraid"
"161" 10 "best"
"162" 10 "busy"
"163" 10 "confidential"
"164" 10 "crisp"
"165" 10 "difficult"
"166" 10 "done"
"167" 10 "face"
"168" 10 "feminine"
"169" 10 "fine"
"170" 10 "great"
"171" 10 "happy"
"172" 10 "holding"
"173" 10 "intent"
"174" 10 "it"
"175" 10 "kind"
"176" 10 "lady"
"177" 10 "lay"
"178" 10 "little"
"179" 10 "miss"
"180" 10 "mused"
"181" 10 "must"
"182" 10 "odd"
"183" 10 "particular"
"184" 10 "pretty"
"185" 10 "put"
"186" 10 "right"
"187" 10 "seen"
"188" 10 "shining"
"189" 10 "short"
"190" 10 "singular"
"191" 10 "strong"
"192" 10 "sure"
"193" 10 "whole"
"194" 10 "will"
"195" 10 "young"
"196" 11 "alive"
"197" 11 "beautiful"
"198" 11 "best"
"199" 11 "called"
"200" 11 "child"
"201" 11 "close"
"202" 11 "dangerous"
"203" 11 "dark"
"204" 11 "dear"
"205" 11 "done"
"206" 11 "even"
"207" 11 "fair"
"208" 11 "fixed"
"209" 11 "golden"
"210" 11 "good"
"211" 11 "great"
"212" 11 "happy"
"213" 11 "important"
"214" 11 "it"
"215" 11 "lady"
