"source" "tag"
"1" 1 "even"
"2" 1 "fond"
"3" 1 "great"
"4" 1 "heroic"
"5" 1 "little"
"6" 1 "must"
"7" 1 "poor"
"8" 1 "read"
"9" 1 "seen"
"10" 1 "strange"
"11" 1 "well"
"12" 1 "will"
"13" 1 "young"
"14" 1 "character"
"15" 2 "even"
"16" 1 "fine"
"17" 1 "first"
"18" 2 "fond"
"19" 1 "general"
"20" 1 "girl"
"21" 1 "good"
"22" 2 "great"
"23" 2 "having"
"24" 1 "it"
"25" 2 "lady"
"26" 1 "least"
"27" 2 "little"
"28" 2 "must"
"29" 2 "out"
"30" 1 "personal"
"31" 2 "poor"
"32" 1 "remarkable"
"33" 2 "well"
"34" 2 "will"
"35" 2 "young"
"36" 3 "able"
"37" 3 "behind"
"38" 1 "better"
"39" 3 "common"
"40" 3 "conversation"
"41" 3 "even"
"42" 3 "first"
"43" 3 "forcing"
"44" 3 "great"
"45" 3 "having"
"46" 3 "it"
"47" 3 "last"
"48" 3 "late"
"49" 1 "light"
"50" 3 "must"
"51" 1 "odd"
"52" 3 "out"
"53" 2 "seen"
"54" 1 "still"
"55" 1 "sure"
"56" 2 "true"
"57" 3 "well"
"58" 2 "whole"
"59" 3 "young"
"60" 1 "called"
"61" 3 "girl"
"62" 3 "good"
"63" 1 "handsome"
"64" 4 "it"
"65" 3 "near"
"66" 1 "pretty"
"67" 4 "seen"
"68" 4 "young"
"69" 4 "afraid"
"70" 4 "agreeable"
"71" 4 "better"
"72" 4 "conversation"
"73" 4 "dear"
"74" 1 "delightful"
"75" 3 "done"
"76" 1 "extraordinary"
"77" 3 "female"
"78" 3 "general"
"79" 5 "good"
"80" 4 "great"
"81" 5 "handsome"
"82" 4 "having"
"83" 4 "high"
"84" 3 "ignorant"
"85" 3 "intelligent"
"86" 5 "it"
"87" 4 "last"
"88" 3 "little"
"89" 4 "must"
"90" 5 "near"
"91" 3 "new"
"92" 4 "nobody"
"93" 4 "out"
"94" 3 "pleasing"
"95" 3 "poor"
"96" 5 "pretty"
"97" 4 "sorry"
"98" 4 "still"
"99" 4 "sure"
"100" 4 "well"
"101" 3 "will"
"102" 5 "young"
"103" 6 "afraid"
"104" 6 "celebrated"
"105" 3 "choice"
"106" 4 "common"
"107" 4 "dancing"
"108" 1 "excellent"
"109" 4 "first"
"110" 3 "genius"
"111" 6 "good"
"112" 6 "great"
"113" 6 "interested"
"114" 6 "it"
"115" 3 "lady"
"116" 3 "least"
"117" 6 "little"
"118" 6 "madam"
"119" 6 "morning"
"120" 6 "must"
"121" 1 "off"
"122" 6 "out"
"123" 6 "pretty"
"124" 6 "proper"
"125" 1 "respectable"
"126" 5 "satisfied"
"127" 1 "strong"
"128" 6 "sure"
"129" 4 "tired"
"130" 4 "true"
"131" 3 "warm"
"132" 6 "well"
"133" 6 "will"
"134" 6 "young"
"135" 6 "absent"
"136" 7 "acquainted"
"137" 3 "beloved"
"138" 6 "better"
"139" 6 "conversation"
"140" 6 "dear"
"141" 6 "delightful"
"142" 3 "fine"
"143" 7 "first"
"144" 7 "good"
"145" 7 "great"
"146" 6 "handsome"
"147" 3 "intimate"
"148" 7 "it"
"149" 7 "lady"
"150" 6 "last"
"151" 7 "least"
"152" 7 "little"
"153" 7 "madam"
"154" 6 "make"
"155" 3 "maternal"
"156" 7 "morning"
"157" 6 "near"
"158" 6 "new"
"159" 6 "nobody"
"160" 1 "old"
"161" 7 "out"
"162" 6 "particular"
"163" 7 "pretty"
"164" 6 "proof"
"165" 5 "seen"
"166" 2 "short"
"167" 3 "spent"
"168" 6 "surprised"
"169" 7 "tired"
"170" 4 "vain"
"171" 7 "well"
"172" 4 "whole"
"173" 7 "will"
"174" 7 "young"
"175" 3 "affectionate"
"176" 6 "easy"
"177" 8 "fashionable"
"178" 3 "following"
"179" 6 "frequent"
"180" 2 "good-humoured"
"181" 8 "great"
"182" 8 "handsome"
"183" 2 "inspired"
"184" 8 "it"
"185" 3 "learning"
"186" 8 "morning"
"187" 8 "new"
"188" 3 "personal"
"189" 7 "satisfied"
"190" 6 "set"
"191" 1 "softened"
"192" 3 "tender"
"193" 8 "well"
"194" 8 "better"
"195" 5 "called"
"196" 7 "charming"
"197" 2 "chief"
"198" 7 "common"
"199" 8 "conversation"
"200" 8 "dear"
"201" 4 "delicate"
"202" 8 "delighted"
"203" 1 "desert"
"204" 8 "disappointed"
"205" 6 "divided"
"206" 8 "fine"
"207" 8 "forced"
"208" 6 "fresh"
"209" 4 "glad"
"210" 8 "good"
"211" 9 "increasing"
