"source" "tag"
"1" 1 "case"
"2" 1 "good"
"3" 1 "it"
"4" 1 "off"
"5" 1 "out"
"6" 1 "set"
"7" 1 "wrong"
"8" 1 "character"
"9" 1 "even"
"10" 1 "face"
"11" 1 "fancy"
"12" 2 "good"
"13" 1 "great"
"14" 2 "it"
"15" 1 "large"
"16" 1 "least"
"17" 1 "old"
"18" 2 "out"
"19" 1 "remarkable"
"20" 1 "right"
"21" 1 "round"
"22" 1 "sober"
"23" 1 "strong"
"24" 1 "whole"
"25" 1 "will"
"26" 2 "young"
"27" 1 "best"
"28" 1 "bright"
"29" 3 "clear"
"30" 3 "dark"
"31" 3 "even"
"32" 3 "face"
"33" 3 "fat"
"34" 3 "good"
"35" 2 "handsome"
"36" 3 "heavy"
"37" 3 "huge"
"38" 3 "it"
"39" 3 "large"
"40" 3 "little"
"41" 1 "middle"
"42" 2 "off"
"43" 3 "old"
"44" 3 "out"
"45" 3 "placid"
"46" 3 "present"
"47" 3 "remarkable"
"48" 3 "round"
"49" 3 "still"
"50" 3 "sturdy"
"51" 3 "warm"
"52" 1 "well"
"53" 3 "whole"
"54" 2 "wrong"
"55" 3 "young"
"56" 3 "bare"
"57" 4 "best"
"58" 4 "changed"
"59" 4 "dark"
"60" 3 "deep"
"61" 2 "done"
"62" 1 "first"
"63" 4 "good"
"64" 3 "great"
"65" 1 "having"
"66" 4 "huge"
"67" 4 "it"
"68" 4 "light"
"69" 4 "little"
"70" 3 "near"
"71" 4 "off"
"72" 4 "old"
"73" 4 "out"
"74" 3 "profound"
"75" 3 "red"
"76" 4 "remarkable"
"77" 4 "round"
"78" 2 "set"
"79" 1 "stable"
"80" 4 "still"
"81" 3 "strong"
"82" 4 "warm"
"83" 4 "well"
"84" 4 "young"
"85" 5 "best"
"86" 5 "better"
"87" 5 "blessed"
"88" 5 "bound"
"89" 4 "face"
"90" 5 "fixed"
"91" 4 "general"
"92" 1 "gifted"
"93" 5 "good"
"94" 5 "it"
"95" 3 "least"
"96" 5 "little"
"97" 4 "make"
"98" 5 "mean"
"99" 5 "must"
"100" 3 "nodding"
"101" 5 "off"
"102" 4 "open"
"103" 5 "out"
"104" 1 "proud"
"105" 3 "put"
"106" 3 "right"
"107" 5 "set"
"108" 4 "silent"
"109" 4 "staring"
"110" 5 "still"
"111" 3 "true"
"112" 4 "whole"
"113" 5 "young"
"114" 6 "alive"
"115" 4 "alone"
"116" 6 "assured"
"117" 1 "behind"
"118" 6 "better"
"119" 4 "cold"
"120" 6 "common"
"121" 6 "dead"
"122" 5 "deep"
"123" 3 "dreary"
"124" 3 "driving"
"125" 4 "even"
"126" 6 "face"
"127" 5 "first"
"128" 3 "fit"
"129" 6 "forward"
"130" 6 "good"
"131" 5 "great"
"132" 4 "heavy"
"133" 6 "it"
"134" 4 "keen"
"135" 5 "lady"
"136" 4 "large"
"137" 1 "late"
"138" 5 "light"
"139" 6 "little"
"140" 6 "make"
"141" 6 "mean"
"142" 4 "nobody"
"143" 5 "old"
"144" 6 "out"
"145" 5 "poorly"
"146" 6 "put"
"147" 5 "red"
"148" 6 "shaking"
"149" 4 "short"
"150" 5 "strange"
"151" 5 "strong"
"152" 6 "blowing"
"153" 5 "candle"
"154" 2 "case"
"155" 3 "certain"
"156" 2 "child"
"157" 5 "close"
"158" 7 "cold"
"159" 5 "dark"
"160" 7 "dead"
"161" 7 "deep"
"162" 5 "done"
"163" 7 "even"
"164" 3 "fancy"
"165" 3 "fast"
"166" 5 "gash"
"167" 5 "gone"
"168" 7 "it"
"169" 7 "large"
"170" 1 "last"
"171" 7 "light"
"172" 7 "little"
"173" 7 "make"
"174" 5 "minute"
"175" 3 "morning"
"176" 6 "must"
"177" 4 "natural"
"178" 7 "old"
"179" 7 "out"
