"source" "tag"
"1" 1 "better"
"2" 1 "close"
"3" 1 "done"
"4" 1 "engaged"
"5" 1 "it"
"6" 1 "little"
"7" 1 "making"
"8" 1 "new"
"9" 1 "old"
"10" 1 "out"
"11" 1 "right"
"12" 1 "ruined"
"13" 1 "small"
"14" 1 "well"
"15" 1 "wrong"
"16" 2 "better"
"17" 2 "done"
"18" 1 "great"
"19" 1 "heavy"
"20" 2 "it"
"21" 2 "little"
"22" 2 "mad"
"23" 2 "make"
"24" 2 "making"
"25" 2 "old"
"26" 2 "out"
"27" 2 "still"
"28" 2 "whole"
"29" 2 "will"
"30" 2 "young"
"31" 1 "ancient"
"32" 3 "blue"
"33" 2 "coming"
"34" 3 "done"
"35" 2 "dreary"
"36" 2 "even"
"37" 2 "evil"
"38" 1 "general"
"39" 2 "gone"
"40" 2 "good"
"41" 3 "great"
"42" 1 "green"
"43" 3 "heavy"
"44" 3 "it"
"45" 1 "large"
"46" 2 "least"
"47" 1 "light"
"48" 3 "little"
"49" 3 "make"
"50" 3 "old"
"51" 3 "out"
"52" 2 "personal"
"53" 2 "ready"
"54" 2 "rising"
"55" 1 "round"
"56" 1 "soft"
"57" 3 "still"
"58" 3 "whole"
"59" 3 "will"
"60" 2 "acquired"
"61" 1 "black"
"62" 4 "called"
"63" 2 "close"
"64" 1 "dim"
"65" 2 "dismal"
"66" 4 "fashionable"
"67" 4 "fine"
"68" 4 "general"
"69" 4 "good"
"70" 4 "great"
"71" 4 "it"
"72" 2 "kind"
"73" 4 "light"
"74" 4 "little"
"75" 2 "moral"
"76" 1 "muddy"
"77" 1 "murky"
"78" 1 "near"
"79" 2 "new"
"80" 3 "off"
"81" 4 "old"
"82" 4 "out"
"83" 4 "present"
"84" 4 "respectable"
"85" 1 "retired"
"86" 4 "stately"
"87" 4 "still"
"88" 4 "uncertain"
"89" 4 "whole"
"90" 1 "worn-out"
"91" 5 "acquired"
"92" 2 "alone"
"93" 1 "begging"
"94" 4 "bored"
"95" 5 "character"
"96" 4 "done"
"97" 5 "dwarf"
"98" 2 "eternal"
"99" 4 "even"
"100" 1 "face"
"101" 5 "fashionable"
"102" 4 "full"
"103" 5 "giant"
"104" 5 "great"
"105" 1 "ill"
"106" 5 "it"
"107" 5 "kind"
"108" 2 "last"
"109" 5 "light"
"110" 4 "make"
"111" 3 "making"
"112" 5 "must"
"113" 5 "near"
"114" 5 "new"
"115" 5 "out"
"116" 5 "present"
"117" 4 "put"
"118" 3 "read"
"119" 4 "round"
"120" 2 "small"
"121" 5 "stately"
"122" 5 "still"
"123" 5 "whole"
"124" 4 "will"
"125" 6 "alone"
"126" 6 "beautiful"
"127" 3 "better"
"128" 5 "black"
"129" 5 "called"
"130" 4 "child"
"131" 6 "even"
"132" 6 "face"
"133" 3 "girl"
"134" 4 "gone"
"135" 5 "good"
"136" 6 "great"
"137" 5 "handsome"
"138" 6 "it"
"139" 2 "knowing"
"140" 4 "least"
"141" 6 "light"
"142" 5 "little"
"143" 6 "making"
"144" 4 "melancholy"
"145" 3 "morning"
"146" 6 "must"
"147" 5 "off"
