"source" "tag"
"1" 1 "dear"
"2" 1 "first"
"3" 1 "glad"
"4" 1 "good"
"5" 1 "impossible"
"6" 1 "it"
"7" 1 "lady"
"8" 1 "little"
"9" 1 "make"
"10" 1 "must"
"11" 1 "new"
"12" 1 "sure"
"13" 1 "well"
"14" 1 "will"
"15" 1 "young"
"16" 2 "acquainted"
"17" 1 "better"
"18" 1 "character"
"19" 1 "delighted"
"20" 1 "fine"
"21" 2 "following"
"22" 1 "general"
"23" 1 "giving"
"24" 2 "gone"
"25" 2 "good"
"26" 2 "great"
"27" 1 "handsome"
"28" 2 "it"
"29" 2 "lady"
"30" 1 "large"
"31" 2 "last"
"32" 2 "little"
"33" 2 "must"
"34" 2 "pleasant"
"35" 2 "pleased"
"36" 2 "spent"
"37" 2 "unable"
"38" 2 "well"
"39" 2 "young"
"40" 3 "agreeable"
"41" 3 "beautiful"
"42" 3 "better"
"43" 2 "dear"
"44" 3 "delighted"
"45" 3 "disagreeable"
"46" 2 "excellent"
"47" 2 "first"
"48" 3 "fortunate"
"49" 3 "girl"
"50" 3 "good"
"51" 3 "great"
"52" 3 "handsome"
"53" 1 "high"
"54" 3 "it"
"55" 3 "lively"
"56" 3 "pretty"
"57" 3 "principal"
"58" 2 "second"
"59" 1 "still"
"60" 3 "well"
"61" 3 "whole"
"62" 3 "young"
"63" 1 "acknowledged"
"64" 3 "acquainted"
"65" 4 "agreeable"
"66" 4 "beautiful"
"67" 1 "best"
"68" 4 "better"
"69" 3 "character"
"70" 4 "charming"
"71" 4 "conceited"
"72" 3 "fastidious"
"73" 3 "fine"
"74" 4 "first"
"75" 3 "general"
"76" 3 "giving"
"77" 4 "good"
"78" 4 "great"
"79" 4 "handsome"
"80" 3 "having"
"81" 2 "ill"
"82" 4 "it"
"83" 3 "little"
"84" 1 "live"
"85" 4 "lively"
"86" 2 "make"
"87" 3 "pleased"
"88" 4 "pleasing"
"89" 4 "pretty"
"90" 4 "principal"
"91" 3 "proud"
"92" 4 "second"
"93" 4 "seen"
"94" 2 "sensible"
"95" 4 "still"
"96" 2 "sure"
"97" 4 "well"
"98" 4 "young"
"99" 4 "girl"
"100" 5 "it"
"101" 5 "still"
"102" 5 "agreeable"
"103" 3 "angry"
"104" 5 "better"
"105" 5 "choice"
"106" 5 "clever"
"107" 5 "common"
"108" 5 "contrary"
"109" 4 "dear"
"110" 3 "decided"
"111" 4 "disagreeable"
"112" 5 "fine"
"113" 5 "first"
"114" 5 "good"
"115" 5 "great"
"116" 5 "human"
"117" 6 "it"
"118" 5 "kind"
"119" 3 "last"
"120" 5 "little"
"121" 1 "mean"
"122" 2 "morning"
"123" 5 "pretty"
"124" 5 "proud"
"125" 5 "rank"
"126" 2 "read"
"127" 5 "second"
"128" 5 "sensible"
"129" 5 "sure"
"130" 4 "vexed"
"131" 5 "well"
"132" 5 "young"
"133" 5 "acquainted"
"134" 5 "beautiful"
"135" 7 "better"
"136" 3 "certain"
"137" 5 "character"
"138" 1 "determined"
"139" 2 "employed"
"140" 7 "feeling"
"141" 7 "first"
"142" 5 "general"
"143" 7 "good"
"144" 7 "great"
"145" 2 "impossible"
"146" 7 "intelligent"
"147" 7 "it"
"148" 3 "large"
"149" 1 "least"
"150" 1 "likely"
"151" 7 "little"
"152" 5 "make"
"153" 7 "morning"
"154" 3 "must"
"155" 5 "natural"
"156" 5 "perfect"
"157" 3 "pleasant"
"158" 5 "pleasing"
"159" 1 "poor"
"160" 7 "pretty"
"161" 7 "rich"
"162" 3 "spent"
"163" 6 "still"
"164" 7 "well"
"165" 2 "will"
"166" 2 "afraid"
"167" 7 "agreeable"
"168" 5 "best"
"169" 2 "called"
"170" 8 "certain"
"171" 5 "charming"
"172" 5 "conceited"
"173" 3 "conversation"
"174" 3 "dancing"
"175" 7 "dear"
"176" 8 "determined"
"177" 3 "easy"
"178" 7 "fine"
"179" 8 "first"
"180" 8 "fixing"
"181" 3 "fond"
"182" 8 "general"
"183" 2 "glad"
"184" 8 "great"
"185" 5 "handsome"
"186" 5 "having"
"187" 8 "it"
"188" 3 "lady"
"189" 8 "large"
"190" 8 "least"
"191" 8 "make"
"192" 7 "mean"
"193" 8 "must"
"194" 3 "near"
"195" 1 "old"
"196" 8 "out"
"197" 8 "pleasing"
"198" 4 "present"
"199" 5 "superior"
"200" 7 "sure"
"201" 3 "unaffected"
"202" 5 "unwilling"
"203" 7 "vain"
"204" 8 "well"
"205" 8 "will"
"206" 7 "young"
"207" 9 "charming"
"208" 9 "dear"
"209" 3 "engaged"
"210" 8 "face"
"211" 9 "fine"
"212" 1 "fixed"
"213" 9 "great"
"214" 9 "injured"
"215" 3 "insupportable"
"216" 9 "it"
"217" 9 "lady"
"218" 8 "perfect"
"219" 8 "pretty"
"220" 8 "safe"
"221" 3 "settled"
"222" 1 "thinking"
"223" 9 "will"
"224" 8 "better"
"225" 7 "clever"
"226" 9 "conversation"
"227" 10 "dear"
"228" 3 "disconcerted"
"229" 3 "distant"
"230" 10 "engaged"
"231" 9 "first"
"232" 9 "general"
"233" 8 "good"
"234" 5 "ill"
"235" 10 "it"
"236" 9 "large"
"237" 7 "last"
"238" 8 "likely"
"239" 9 "make"
"240" 8 "morning"
"241" 9 "must"
"242" 7 "necessary"
"243" 9 "out"
"244" 3 "particular"
"245" 10 "perfect"
"246" 9 "present"
"247" 7 "read"
"248" 5 "respectable"
"249" 7 "sensible"
"250" 10 "settled"
"251" 1 "silly"
"252" 8 "still"
"253" 9 "sure"
"254" 5 "tempted"
"255" 2 "unlucky"
"256" 9 "well"
"257" 4 "whole"
