"source" "tag"
"1" 1 "bare"
"2" 1 "full"
"3" 1 "hard"
"4" 1 "it"
"5" 1 "little"
"6" 1 "mouth"
"7" 1 "out"
"8" 1 "ready"
"9" 1 "square"
"10" 2 "coming"
"11" 2 "face"
"12" 2 "general"
"13" 2 "girl"
"14" 2 "horse"
"15" 2 "it"
"16" 2 "kind"
"17" 2 "little"
"18" 2 "off"
"19" 2 "out"
"20" 2 "put"
"21" 2 "right"
"22" 2 "well"
"23" 1 "will"
"24" 2 "young"
"25" 1 "brim"
"26" 2 "full"
"27" 1 "alone"
"28" 3 "called"
"29" 1 "dry"
"30" 3 "face"
"31" 3 "first"
"32" 4 "full"
"33" 3 "good"
"34" 3 "great"
"35" 2 "hard"
"36" 3 "having"
"37" 3 "heavy"
"38" 2 "iron"
"39" 3 "it"
"40" 3 "little"
"41" 3 "matter-of-fact"
"42" 2 "mechanical"
"43" 3 "must"
"44" 2 "narrow"
"45" 3 "off"
"46" 1 "present"
"47" 3 "put"
"48" 1 "set"
"49" 2 "square"
"50" 2 "white"
"51" 3 "young"
"52" 3 "best"
"53" 3 "better"
"54" 5 "character"
"55" 5 "child"
"56" 5 "dry"
"57" 5 "face"
"58" 3 "girl"
"59" 5 "good"
"60" 5 "graceful"
"61" 5 "it"
"62" 2 "light"
"63" 3 "mathematical"
"64" 5 "model"
"65" 2 "natural"
"66" 5 "off"
"67" 3 "out"
"68" 5 "practical"
"69" 3 "pretty"
"70" 5 "seen"
"71" 3 "will"
"72" 5 "young"
"73" 6 "best"
"74" 6 "character"
"75" 2 "cold"
"76" 3 "coming"
"77" 6 "dry"
"78" 6 "face"
"79" 5 "first"
"80" 5 "great"
"81" 5 "having"
"82" 6 "it"
"83" 6 "light"
"84" 5 "little"
"85" 6 "model"
"86" 3 "new"
"87" 6 "off"
"88" 5 "old"
"89" 6 "open"
"90" 6 "out"
"91" 6 "practical"
"92" 2 "ready"
"93" 3 "right"
"94" 5 "satisfied"
"95" 6 "seen"
"96" 3 "smiling"
"97" 5 "taking"
"98" 1 "thin"
"99" 3 "well"
"100" 5 "white"
"101" 6 "young"
"102" 5 "alone"
"103" 6 "better"
"104" 4 "boiling"
"105" 2 "bringing"
"106" 7 "character"
"107" 3 "fancy"
"108" 7 "first"
"109" 3 "general"
"110" 6 "girl"
"111" 7 "great"
"112" 7 "having"
"113" 3 "high"
"114" 2 "human"
"115" 5 "idle"
"116" 7 "it"
"117" 7 "make"
"118" 7 "nobody"
"119" 6 "peeping"
"120" 7 "practical"
"121" 5 "present"
"122" 7 "right"
"123" 2 "simple"
"124" 3 "strong"
"125" 5 "sure"
"126" 7 "vagabond"
"127" 7 "well"
"128" 6 "will"
"129" 7 "young"
"130" 6 "child"
"131" 2 "cut"
"132" 8 "devoted"
"133" 7 "face"
"134" 8 "girl"
"135" 6 "good"
"136" 8 "high"
"137" 8 "it"
"138" 5 "least"
"139" 7 "little"
"140" 5 "making"
"141" 7 "out"
"142" 6 "red"
"143" 8 "right"
"144" 8 "still"
"145" 8 "young"
"146" 8 "bad"
"147" 7 "best"
"148" 5 "black"
"149" 5 "called"
"150" 3 "contained"
"151" 9 "face"
"152" 8 "fancy"
"153" 5 "full"
"154" 6 "hidden"
"155" 8 "human"
"156" 9 "it"
"157" 8 "lady"
"158" 5 "large"
"159" 8 "make"
"160" 7 "material"
"161" 5 "moral"
"162" 7 "off"
"163" 9 "out"
"164" 8 "practical"
"165" 8 "present"
"166" 9 "red"
"167" 7 "seen"
"168" 5 "set"
"169" 2 "short"
"170" 2 "sick"
"171" 7 "small"
"172" 5 "sound"
"173" 5 "square"
"174" 9 "still"
"175" 8 "sure"
"176" 2 "trembling"
"177" 8 "well"
"178" 7 "white"
"179" 8 "will"
"180" 5 "wooden"
"181" 10 "bad"
"182" 5 "balanced"
"183" 2 "bare"
"184" 6 "blind"
"185" 2 "blinking"
"186" 2 "case"
"187" 8 "character"
"188" 10 "face"
"189" 5 "famous"
"190" 3 "frightened"
"191" 9 "girl"
"192" 7 "giving"
"193" 9 "good"
"194" 5 "hard"
"195" 3 "horse"
"196" 8 "idle"
"197" 10 "it"
"198" 3 "kind"
"199" 7 "light"
"200" 9 "little"
"201" 7 "loud"
"202" 3 "mean"
"203" 10 "moral"
"204" 5 "must"
"205" 5 "narrow"
"206" 10 "off"
"207" 7 "old"
"208" 8 "peeping"
"209" 3 "physical"
"210" 1 "pie"
"211" 9 "possible"
"212" 6 "pretty"
"213" 5 "rapid"
"214" 10 "red"
"215" 9 "right"
"216" 7 "satisfied"
"217" 10 "set"
"218" 10 "short"
"219" 6 "struggling"
"220" 10 "well"
"221" 7 "whole"
"222" 10 "will"
"223" 3 "wrong"
"224" 5 "dog"
"225" 11 "gone"
"226" 11 "it"
"227" 10 "last"
"228" 7 "metallic"
"229" 7 "near"
"230" 7 "self-made"
"231" 11 "well"
"232" 7 "behind"
"233" 12 "candle"
"234" 5 "chaste"
"235" 7 "chief"
"236" 6 "childish"
"237" 1 "dark"
"238" 12 "dog"
"239" 11 "face"
"240" 10 "full"
"241" 11 "girl"
"242" 12 "gone"
"243" 11 "good"
"244" 8 "great"
"245" 8 "having"
"246" 5 "hopeful"
"247" 11 "horse"
"248" 12 "it"
"249" 11 "kind"
"250" 11 "light"
"251" 11 "little"
"252" 10 "make"
"253" 11 "mean"
"254" 11 "must"
"255" 8 "nobody"
"256" 11 "off"
"257" 11 "old"
"258" 10 "out"
