"source" "tag"
"1" 1 "bright"
"2" 1 "child"
"3" 1 "childish"
"4" 1 "dear"
"5" 1 "even"
"6" 1 "having"
"7" 1 "it"
"8" 1 "lady"
"9" 1 "little"
"10" 1 "low"
"11" 1 "nobody"
"12" 1 "off"
"13" 1 "old"
"14" 1 "out"
"15" 1 "poor"
"16" 1 "second"
"17" 1 "seen"
"18" 1 "short"
"19" 1 "strange"
"20" 1 "white"
"21" 1 "wild"
"22" 1 "alone"
"23" 2 "bent"
"24" 1 "better"
"25" 1 "called"
"26" 1 "candle"
"27" 2 "child"
"28" 2 "coming"
"29" 1 "dead"
"30" 2 "dear"
"31" 2 "even"
"32" 2 "fancy"
"33" 2 "gone"
"34" 1 "great"
"35" 2 "having"
"36" 2 "it"
"37" 1 "last"
"38" 2 "little"
"39" 2 "low"
"40" 2 "make"
"41" 2 "mean"
"42" 1 "must"
"43" 2 "old"
"44" 2 "out"
"45" 2 "poor"
"46" 2 "second"
"47" 2 "skirt"
"48" 1 "still"
"49" 2 "strange"
"50" 2 "sure"
"51" 1 "will"
"52" 3 "alone"
"53" 3 "breaking"
"54" 3 "called"
"55" 3 "coming"
"56" 1 "dark"
"57" 3 "done"
"58" 2 "face"
"59" 3 "good"
"60" 3 "having"
"61" 3 "it"
"62" 2 "lady"
"63" 1 "light"
"64" 3 "little"
"65" 3 "make"
"66" 3 "out"
"67" 3 "strong"
"68" 3 "taking"
"69" 3 "will"
"70" 4 "bear"
"71" 3 "bent"
"72" 3 "comfortable"
"73" 3 "dear"
"74" 4 "good"
"75" 3 "happy"
"76" 4 "it"
"77" 4 "light"
"78" 4 "little"
"79" 4 "out"
"80" 1 "put"
"81" 3 "still"
"82" 3 "well"
"83" 4 "will"
"84" 2 "afraid"
"85" 2 "best"
"86" 3 "child"
"87" 4 "dark"
"88" 3 "dead"
"89" 4 "dog"
"90" 4 "done"
"91" 4 "face"
"92" 3 "fancy"
"93" 1 "first"
"94" 3 "great"
"95" 4 "having"
"96" 5 "it"
"97" 5 "lay"
"98" 5 "light"
"99" 5 "little"
"100" 1 "lying"
"101" 4 "make"
"102" 3 "must"
"103" 3 "near"
"104" 2 "nobody"
"105" 3 "old"
"106" 5 "out"
"107" 5 "put"
"108" 5 "red"
"109" 1 "remarkable"
"110" 2 "seen"
"111" 4 "strong"
"112" 3 "sure"
"113" 2 "tall"
"114" 2 "white"
"115" 2 "wild"
"116" 5 "young"
"117" 2 "youthful"
"118" 6 "afraid"
"119" 2 "alive"
"120" 4 "alone"
"121" 6 "best"
"122" 3 "better"
"123" 2 "bright"
"124" 4 "called"
"125" 4 "coming"
"126" 6 "dead"
"127" 5 "dear"
"128" 6 "done"
"129" 1 "feel"
"130" 6 "first"
"131" 3 "gone"
"132" 5 "good"
"133" 6 "great"
"134" 1 "handsome"
"135" 6 "having"
"136" 6 "it"
"137" 2 "large"
"138" 2 "late"
"139" 6 "little"
"140" 6 "lost"
"141" 6 "make"
"142" 4 "making"
"143" 3 "mean"
"144" 6 "must"
"145" 6 "nobody"
"146" 2 "off"
"147" 6 "old"
"148" 2 "open"
"149" 6 "out"
"150" 4 "perfect"
"151" 3 "poor"
"152" 6 "pretty"
"153" 6 "put"
"154" 6 "quiet"
"155" 2 "ragged"
"156" 6 "red"
"157" 3 "rough"
"158" 2 "round"
"159" 2 "short"
"160" 5 "still"
"161" 4 "taking"
"162" 2 "trying"
"163" 1 "vain"
"164" 5 "well"
"165" 5 "bent"
"166" 7 "best"
"167" 6 "black"
"168" 6 "close"
"169" 7 "coming"
"170" 6 "face"
"171" 2 "fell"
"172" 3 "girl"
"173" 7 "good"
"174" 7 "it"
"175" 3 "last"
"176" 3 "least"
"177" 7 "little"
"178" 7 "make"
"179" 7 "mean"
"180" 7 "minute"
"181" 7 "off"
"182" 7 "out"
"183" 7 "poor"
"184" 7 "pretty"
"185" 1 "privileged"
"186" 7 "put"
"187" 7 "round"
"188" 4 "rude"
"189" 3 "settled"
"190" 7 "short"
"191" 7 "singing"
"192" 1 "single"
"193" 3 "sound"
"194" 7 "taking"
"195" 1 "uncomfortable"
"196" 7 "well"
"197" 6 "whole"
"198" 7 "afraid"
"199" 7 "better"
"200" 8 "black"
"201" 7 "called"
"202" 6 "child"
"203" 5 "comfortable"
"204" 8 "coming"
"205" 7 "cross"
"206" 7 "dear"
"207" 8 "deep"
"208" 7 "drawn"
"209" 8 "face"
"210" 8 "fell"
"211" 8 "fellow"
"212" 7 "first"
"213" 7 "great"
"214" 6 "green"
"215" 6 "hard"
"216" 7 "having"
"217" 8 "it"
"218" 8 "last"
"219" 8 "little"
"220" 8 "make"
"221" 7 "making"
"222" 6 "morning"
"223" 7 "must"
"224" 6 "near"
"225" 6 "new"
"226" 8 "off"
"227" 7 "old"
"228" 8 "out"
"229" 8 "pleasant"
"230" 8 "pretty"
"231" 7 "still"
"232" 6 "strong"
"233" 6 "sure"
"234" 3 "uneasy"
"235" 8 "well"
"236" 8 "whole"
"237" 5 "will"
"238" 1 "acquainted"
"239" 9 "better"
"240" 9 "black"
"241" 9 "called"
"242" 1 "capital"
"243" 8 "close"
"244" 9 "dear"
"245" 7 "done"
"246" 3 "even"
"247" 9 "face"
"248" 8 "fine"
"249" 9 "first"
"250" 7 "gone"
"251" 8 "good"
"252" 9 "great"
"253" 7 "handsome"
"254" 9 "hard"
"255" 7 "high"
"256" 9 "it"
"257" 7 "large"
"258" 8 "laughing"
"259" 8 "least"
"260" 6 "light"
"261" 9 "little"
"262" 6 "lying"
"263" 9 "make"
"264" 9 "must"
"265" 9 "near"
"266" 7 "open"
"267" 9 "out"
"268" 6 "pleased"
"269" 8 "poor"
"270" 1 "present"
"271" 9 "pretty"
"272" 8 "put"
"273" 7 "red"
"274" 7 "rough"
"275" 8 "sharp"
"276" 8 "short"
"277" 3 "silent"
"278" 1 "small"
"279" 9 "strong"
"280" 9 "sure"
"281" 8 "taking"
"282" 2 "thinking"
"283" 9 "well"
"284" 6 "white"
"285" 9 "afraid"
"286" 8 "agreeable"
"287" 10 "called"
"288" 6 "distinct"
"289" 10 "even"
"290" 10 "face"
"291" 9 "fell"
"292" 10 "first"
"293" 3 "foolish"
"294" 6 "glad"
"295" 10 "gone"
"296" 10 "good"
"297" 10 "great"
"298" 5 "happy"
"299" 10 "impudent"
"300" 10 "it"
"301" 9 "last"
"302" 10 "laughing"
"303" 10 "little"
"304" 1 "live"
"305" 9 "morning"
"306" 8 "moved"
"307" 10 "must"
"308" 9 "old"
"309" 10 "out"
"310" 10 "pretty"
"311" 10 "put"
"312" 8 "ready"
"313" 8 "round"
"314" 10 "small"
"315" 9 "still"
"316" 4 "case"
"317" 11 "face"
"318" 5 "fairy"
"319" 11 "it"
"320" 4 "satisfied"
"321" 7 "alone"
"322" 10 "black"
"323" 10 "busy"
"324" 10 "done"
"325" 12 "face"
"326" 9 "fancied"
"327" 7 "feel"
"328" 9 "fellow"
"329" 11 "first"
"330" 2 "flat"
"331" 8 "forward"
"332" 11 "glad"
"333" 11 "gone"
"334" 11 "good"
"335" 11 "great"
"336" 9 "having"
"337" 10 "high"
"338" 9 "horse"
"339" 12 "it"
"340" 3 "kind"
"341" 6 "lay"
"342" 10 "light"
"343" 11 "little"
"344" 3 "low"
"345" 10 "lying"
"346" 10 "make"
"347" 11 "must"
"348" 9 "off"
"349" 11 "old"
"350" 11 "out"
"351" 7 "perfect"
"352" 7 "proud"
"353" 11 "round"
"354" 6 "seen"
"355" 11 "small"
"356" 10 "smoking"
"357" 8 "stiff"
"358" 3 "strange"
"359" 10 "strong"
"360" 10 "taking"
"361" 7 "tired"
"362" 10 "well"
"363" 9 "whole"
"364" 6 "wonderful"
"365" 6 "wondering"
"366" 8 "beautiful"
"367" 13 "black"
"368" 11 "called"
"369" 9 "child"
"370" 10 "cold"
"371" 13 "delightful"
"372" 13 "done"
"373" 13 "face"
"374" 13 "first"
"375" 13 "fish"
"376" 13 "flat"
"377" 9 "general"
"378" 8 "girl"
"379" 9 "green"
"380" 11 "happy"
"381" 10 "hearty"
"382" 13 "it"
"383" 4 "lady"
"384" 10 "large"
"385" 10 "least"
"386" 13 "little"
"387" 13 "make"
"388" 10 "near"
"389" 13 "off"
"390" 13 "out"
"391" 4 "polite"
"392" 9 "possible"
"393" 11 "pretty"
"394" 13 "proud"
"395" 11 "ready"
"396" 13 "real"
"397" 10 "red"
"398" 8 "right"
"399" 10 "rough"
"400" 13 "seen"
"401" 13 "smoking"
"402" 10 "stern"
"403" 10 "sure"
"404" 13 "taking"
"405" 10 "thinking"
"406" 7 "trying"
"407" 10 "white"
"408" 13 "whole"
"409" 13 "wonderful"
"410" 11 "afraid"
"411" 4 "astonished"
"412" 9 "bad"
"413" 7 "bright"
"414" 10 "close"
"415" 9 "coming"
"416" 13 "conversation"
"417" 10 "curious"
"418" 13 "cut"
"419" 9 "deep"
"420" 6 "dreadful"
"421" 14 "flat"
"422" 2 "glancing"
"423" 13 "good"
"424" 13 "great"
"425" 14 "it"
"426" 13 "kind"
"427" 14 "lady"
"428" 14 "least"
"429" 14 "little"
"430" 11 "live"
"431" 7 "lost"
"432" 8 "mean"
"433" 7 "mistaken"
"434" 11 "morning"
"435" 13 "must"
"436" 14 "near"
"437" 7 "nobody"
"438" 14 "nodding"
"439" 14 "out"
"440" 9 "pleasant"
"441" 10 "poor"
"442" 14 "pretty"
"443" 14 "right"
"444" 3 "rising"
"445" 14 "seen"
"446" 8 "sensible"
"447" 6 "shining"
"448" 10 "short"
"449" 10 "silent"
"450" 7 "sleepy"
"451" 11 "surprised"
"452" 2 "violent"
"453" 15 "afraid"
"454" 8 "best"
"455" 10 "better"
"456" 12 "case"
"457" 6 "certain"
"458" 14 "child"
"459" 15 "close"
"460" 15 "curious"
"461" 7 "dead"
"462" 15 "deep"
"463" 2 "doubtful"
"464" 6 "fancy"
"465" 13 "feel"
"466" 15 "flat"
"467" 13 "forward"
"468" 2 "glowing"
"469" 11 "grateful"
"470" 13 "high"
"471" 11 "innocent"
"472" 15 "it"
"473" 15 "lady"
"474" 14 "large"
"475" 15 "least"
"476" 13 "light"
"477" 15 "little"
"478" 4 "local"
"479" 11 "loving"
"480" 15 "mean"
"481" 15 "morning"
"482" 15 "must"
"483" 15 "near"
"484" 14 "off"
"485" 13 "old"
"486" 15 "out"
"487" 15 "poor"
"488" 14 "possible"
"489" 11 "put"
"490" 7 "quiet"
"491" 14 "red"
"492" 13 "round"
"493" 15 "seen"
"494" 6 "set"
"495" 2 "stormy"
"496" 11 "sudden"
"497" 14 "sure"
"498" 13 "well"
"499" 6 "wild"
"500" 14 "wooden"
"501" 6 "young"
"502" 12 "able"
"503" 11 "agreeable"
"504" 2 "behind"
"505" 14 "black"
"506" 14 "called"
"507" 14 "cold"
"508" 9 "comfortable"
"509" 8 "contrary"
"510" 2 "disagreeable"
"511" 16 "feel"
"512" 14 "fish"
"513" 14 "girl"
"514" 15 "great"
"515" 9 "honest"
"516" 16 "it"
"517" 11 "last"
"518" 16 "little"
"519" 13 "low"
"520" 14 "make"
"521" 16 "mean"
"522" 14 "melted"
"523" 16 "morning"
"524" 16 "must"
"525" 16 "off"
"526" 16 "old"
"527" 16 "out"
"528" 15 "peculiar"
"529" 15 "pretty"
"530" 14 "ready"
"531" 15 "right"
"532" 3 "second"
"533" 15 "shaking"
"534" 15 "short"
"535" 13 "small"
"536" 11 "still"
"537" 14 "taking"
"538" 14 "thinking"
"539" 8 "uncomfortable"
"540" 3 "anxious"
"541" 16 "better"
"542" 6 "blank"
"543" 4 "breaking"
"544" 16 "certain"
"545" 17 "cold"
"546" 15 "coming"
"547" 1 "confused"
"548" 17 "contrary"
"549" 16 "dead"
"550" 10 "dear"
"551" 13 "dull"
"552" 2 "excited"
"553" 14 "face"
"554" 6 "familiar"
"555" 10 "feeling"
"556" 6 "frightened"
"557" 13 "gone"
"558" 15 "heavy"
"559" 13 "horse"
"560" 17 "it"
"561" 17 "last"
"562" 7 "late"
"563" 11 "laughing"
"564" 9 "leaning"
"565" 14 "leaving"
"566" 17 "little"
"567" 1 "lively"
"568" 17 "lone"
"569" 17 "lorn"
"570" 17 "make"
"571" 9 "making"
"572" 17 "morning"
"573" 17 "must"
"574" 15 "nodding"
"575" 17 "old"
"576" 17 "out"
"577" 14 "overcome"
"578" 15 "pleasant"
"579" 9 "precious"
"580" 16 "put"
"581" 7 "read"
"582" 17 "ready"
"583" 17 "right"
"584" 16 "round"
"585" 16 "set"
"586" 17 "shaking"
"587" 4 "sooner"
"588" 17 "still"
"589" 13 "strange"
"590" 16 "sure"
"591" 17 "taking"
"592" 17 "thinking"
"593" 16 "well"
"594" 13 "wondering"
"595" 16 "young"
"596" 18 "altered"
"597" 11 "angry"
"598" 16 "best"
"599" 11 "changed"
"600" 18 "cold"
"601" 18 "dead"
"602" 18 "dear"
"603" 7 "empty"
"604" 15 "grave"
"605" 17 "great"
"606" 10 "hard"
"607" 18 "it"
"608" 9 "new"
"609" 17 "off"
"610" 18 "old"
"611" 18 "out"
"612" 13 "straight"
"613" 18 "well"
"614" 14 "white"
"615" 1 "affected"
"616" 17 "agreeable"
"617" 13 "alone"
"618" 15 "bad"
"619" 5 "bear"
"620" 11 "beat"
"621" 18 "blank"
"622" 18 "breathless"
"623" 16 "child"
"624" 19 "cold"
"625" 19 "dear"
"626" 9 "dejected"
"627" 5 "discontented"
"628" 6 "dog"
"629" 14 "done"
"630" 18 "face"
"631" 11 "fast"
"632" 15 "good"
"633" 19 "hard"
"634" 13 "having"
"635" 18 "heavy"
"636" 16 "high"
"637" 11 "holding"
"638" 18 "horse"
"639" 14 "hot"
"640" 19 "it"
"641" 15 "kind"
"642" 18 "last"
"643" 11 "lifted"
"644" 18 "little"
"645" 18 "make"
"646" 18 "making"
"647" 17 "mean"
"648" 8 "minute"
"649" 17 "miserable"
"650" 3 "mistress"
"651" 9 "naughty"
"652" 19 "old"
"653" 19 "out"
