"source" "tag"
"1" 1 "bear"
"2" 1 "celebrated"
"3" 1 "fair"
"4" 1 "forward"
"5" 1 "full"
"6" 1 "great"
"7" 1 "human"
"8" 1 "it"
"9" 1 "beneath"
"10" 1 "black"
"11" 1 "face"
"12" 1 "first"
"13" 2 "great"
"14" 2 "human"
"15" 1 "illustrious"
"16" 2 "it"
"17" 1 "laying"
"18" 1 "leader"
"19" 1 "learned"
"20" 1 "light"
"21" 1 "must"
"22" 2 "off"
"23" 2 "out"
"24" 2 "put"
"25" 1 "right"
"26" 1 "specimen"
"27" 1 "whole"
"28" 1 "worthy"
"29" 3 "appealing"
"30" 3 "beneath"
"31" 3 "black"
"32" 1 "extraordinary"
"33" 3 "face"
"34" 3 "first"
"35" 2 "full"
"36" 1 "green"
"37" 3 "having"
"38" 3 "human"
"39" 2 "individual"
"40" 3 "it"
"41" 3 "learned"
"42" 2 "make"
"43" 1 "new"
"44" 3 "off"
"45" 3 "old"
"46" 3 "open"
"47" 3 "out"
"48" 1 "perfect"
"49" 1 "poetic"
"50" 3 "put"
"51" 3 "short"
"52" 1 "starting"
"53" 3 "strange"
"54" 1 "strong"
"55" 3 "well"
"56" 1 "white"
"57" 3 "whole"
"58" 2 "will"
"59" 4 "broken"
"60" 1 "careful"
"61" 4 "engaged"
"62" 4 "extraordinary"
"63" 4 "first"
"64" 4 "full"
"65" 4 "gone"
"66" 3 "great"
"67" 4 "having"
"68" 4 "it"
"69" 4 "lady"
"70" 4 "little"
"71" 1 "lively"
"72" 4 "main"
"73" 4 "make"
"74" 3 "morning"
"75" 4 "mouth"
"76" 4 "old"
"77" 4 "out"
"78" 4 "poetic"
"79" 3 "private"
"80" 3 "right"
"81" 3 "singular"
"82" 1 "still"
"83" 4 "well"
"84" 4 "whole"
"85" 4 "young"
"86" 5 "animal"
"87" 1 "calm"
"88" 5 "drawn"
"89" 5 "fell"
"90" 5 "filled"
"91" 5 "fine"
"92" 5 "first"
"93" 1 "following"
"94" 5 "general"
"95" 5 "girl"
"96" 5 "great"
"97" 4 "individual"
"98" 5 "it"
"99" 3 "large"
"100" 4 "loquacious"
"101" 4 "low"
"102" 5 "morning"
"103" 3 "must"
"104" 1 "ordinary"
"105" 5 "out"
"106" 2 "possible"
"107" 5 "present"
"108" 5 "remarkable"
"109" 3 "round"
"110" 3 "searching"
"111" 3 "smoking"
"112" 5 "whole"
"113" 2 "acknowledged"
"114" 4 "black"
"115" 1 "blue"
"116" 2 "bosom"
"117" 5 "distinguished"
"118" 1 "elevated"
"119" 6 "fellow"
"120" 6 "first"
"121" 2 "forward"
"122" 5 "full"
"123" 6 "general"
"124" 5 "gone"
"125" 4 "good"
"126" 6 "great"
"127" 1 "indefatigable"
"128" 6 "it"
"129" 5 "lady"
"130" 6 "large"
"131" 6 "leading"
"132" 3 "light"
"133" 5 "little"
"134" 5 "make"
"135" 6 "must"
"136" 4 "new"
"137" 4 "odd"
"138" 4 "off"
"139" 5 "old"
"140" 4 "open"
"141" 6 "ordinary"
"142" 6 "out"
"143" 6 "present"
"144" 6 "round"
"145" 4 "short"
"146" 4 "splitting"
"147" 6 "staggering"
"148" 4 "strong"
"149" 4 "tall"
"150" 5 "young"
"151" 1 "bald"
"152" 2 "bear"
"153" 7 "black"
"154" 4 "chosen"
"155" 4 "face"
"156" 6 "fast"
"157" 7 "good"
"158" 7 "great"
"159" 5 "important"
"160" 7 "indefatigable"
"161" 6 "indignant"
"162" 2 "intelligible"
"163" 7 "it"
"164" 7 "lady"
"165" 3 "leader"
"166" 7 "little"
"167" 6 "low"
"168" 6 "morning"
"169" 7 "new"
"170" 7 "old"
"171" 7 "out"
"172" 2 "overturning"
"173" 7 "present"
"174" 4 "put"
"175" 7 "round"
"176" 5 "seen"
"177" 5 "slight"
"178" 7 "strong"
"179" 1 "unmoved"
"180" 7 "upright"
"181" 6 "whole"
"182" 7 "young"
"183" 4 "beneath"
"184" 7 "blue"
"185" 7 "bright"
"186" 7 "called"
"187" 8 "card"
"188" 5 "changed"
"189" 5 "close"
"190" 8 "conversation"
"191" 5 "extraordinary"
"192" 8 "fast"
"193" 6 "fell"
"194" 7 "first"
"195" 6 "following"
"196" 7 "gilt"
"197" 1 "glowing"
"198" 5 "having"
"199" 6 "insulted"
"200" 8 "intoxicated"
"201" 8 "it"
"202" 7 "last"
"203" 8 "leader"
"204" 8 "lost"
"205" 2 "loud"
"206" 8 "morning"
"207" 7 "must"
"208" 8 "old"
"209" 8 "out"
"210" 6 "possible"
"211" 8 "present"
"212" 5 "principal"
"213" 2 "profound"
"214" 8 "put"
"215" 4 "real"
"216" 5 "right"
"217" 8 "round"
"218" 6 "smoking"
"219" 4 "starting"
"220" 4 "uncommon"
"221" 8 "unconscious"
"222" 4 "will"
"223" 5 "affected"
"224" 1 "agitated"
"225" 5 "animated"
"226" 3 "astonished"
"227" 8 "bad"
"228" 4 "case"
"229" 9 "changed"
"230" 2 "dear"
"231" 8 "devoted"
"232" 9 "dreadful"
"233" 8 "even"
"234" 9 "extraordinary"
"235" 2 "feel"
"236" 7 "fellow"
"237" 8 "good"
"238" 9 "having"
"239" 4 "heavy"
"240" 9 "it"
"241" 8 "little"
"242" 5 "lively"
"243" 1 "local"
"244" 7 "make"
"245" 5 "military"
"246" 9 "morning"
"247" 7 "off"
"248" 9 "out"
"249" 9 "possible"
"250" 5 "powerful"
"251" 9 "present"
"252" 9 "principal"
"253" 9 "put"
"254" 8 "unwonted"
"255" 9 "will"
"256" 6 "better"
"257" 8 "black"
"258" 9 "blue"
"259" 2 "bound"
"260" 10 "case"
"261" 6 "coming"
"262" 4 "considerable"
"263" 10 "dear"
"264" 10 "dull"
"265" 6 "excellent"
"266" 10 "extraordinary"
"267" 8 "fat"
"268" 10 "feel"
"269" 10 "fellow"
"270" 9 "first"
"271" 7 "forward"
"272" 10 "having"
"273" 6 "individual"
"274" 9 "insulted"
"275" 9 "intoxicated"
"276" 10 "it"
"277" 7 "large"
"278" 9 "last"
"279" 10 "little"
"280" 8 "melancholy"
"281" 10 "morning"
"282" 9 "must"
"283" 1 "mysterious"
"284" 10 "off"
"285" 10 "out"
"286" 4 "perfect"
"287" 8 "producing"
"288" 3 "ready"
"289" 9 "real"
"290" 6 "remarkable"
"291" 9 "right"
"292" 9 "round"
"293" 9 "second"
"294" 7 "sufficient"
"295" 2 "sure"
"296" 3 "unaccountable"
"297" 9 "uniform"
"298" 9 "vague"
"299" 10 "wearing"
"300" 10 "will"
"301" 10 "awkward"
"302" 11 "case"
"303" 11 "dear"
"304" 11 "feel"
"305" 9 "fell"
"306" 8 "great"
"307" 6 "happy"
"308" 11 "having"
"309" 11 "it"
"310" 11 "last"
"311" 11 "little"
"312" 10 "lively"
"313" 6 "noble"
"314" 11 "right"
"315" 11 "second"
"316" 11 "sure"
"317" 8 "whole"
"318" 11 "will"
"319" 1 "behind"
"320" 9 "beneath"
"321" 11 "better"
"322" 11 "black"
"323" 9 "bright"
"324" 5 "careful"
"325" 2 "common"
"326" 4 "dirty"
"327" 10 "even"
"328" 8 "face"
"329" 2 "false"
"330" 9 "fast"
"331" 9 "following"
"332" 10 "good"
"333" 4 "green"
"334" 12 "having"
"335" 10 "heavy"
"336" 9 "high"
"337" 4 "human"
"338" 3 "immovable"
"339" 11 "individual"
"340" 12 "it"
"341" 11 "large"
"342" 12 "last"
"343" 7 "light"
"344" 12 "little"
"345" 12 "lively"
"346" 8 "low"
"347" 10 "make"
"348" 4 "making"
"349" 11 "morning"
"350" 5 "mouth"
"351" 11 "mysterious"
"352" 9 "old"
"353" 7 "ordinary"
"354" 11 "out"
"355" 10 "present"
"356" 1 "read"
"357" 11 "real"
"358" 2 "rose"
"359" 5 "singular"
"360" 5 "still"
"361" 10 "straight"
"362" 9 "striking"
"363" 9 "uncommon"
"364" 10 "unusual"
"365" 5 "well"
"366" 12 "whole"
"367" 10 "aware"
"368" 5 "begging"
"369" 13 "beneath"
"370" 5 "broken"
"371" 4 "cold"
"372" 6 "collected"
"373" 13 "dirty"
"374" 6 "drawn"
"375" 2 "earning"
"376" 5 "engaged"
"377" 13 "face"
"378" 12 "fell"
"379" 11 "first"
"380" 12 "great"
"381" 13 "heavy"
"382" 13 "hollow"
"383" 8 "ill"
"384" 13 "it"
"385" 13 "large"
"386" 13 "last"
"387" 12 "late"
"388" 4 "led"
"389" 13 "little"
"390" 9 "lost"
"391" 13 "low"
"392" 11 "melancholy"
"393" 3 "narrow"
"394" 8 "new"
"395" 13 "old"
"396" 4 "ornamented"
"397" 13 "out"
"398" 10 "put"
"399" 12 "right"
"400" 11 "round"
"401" 7 "short"
"402" 13 "theatrical"
"403" 9 "trembling"
"404" 10 "tremulous"
"405" 7 "uncertain"
"406" 6 "unnatural"
"407" 13 "unusual"
"408" 4 "white"
"409" 10 "alarmed"
"410" 8 "awful"
"411" 8 "bear"
"412" 13 "better"
