"A_Tale_of_Two_Cities"
"48"
"0"
"1222"
"148.769230769231"
"0.000651611829804126"
"0.671631515026093"
"A_Tale_of_Two_Cities"
"36"
"0"
"619"
"104.1"
"0.000886721347816449"
"0.88982218503952"
