"source" "tag"
"1" 1 "good"
"2" 2 "called"
"3" 2 "leaving"
"4" 8 "called"
"5" 3 "famous"
"6" 10 "middle"
"7" 7 "wise"
"8" 10 "embarrassed"
"9" 10 "exposed"
"10" 12 "great"
"11" 10 "it"
"12" 6 "learning"
"13" 12 "mean"
"14" 12 "middle"
"15" 10 "out"
"16" 13 "easy"
"17" 13 "happy"
"18" 13 "it"
"19" 13 "kind"
"20" 9 "well"
"21" 14 "having"
"22" 14 "it"
"23" 2 "off"
"24" 15 "it"
"25" 15 "off"
"26" 17 "resolved"
"27" 1 "first"
"28" 18 "it"
"29" 13 "out"
"30" 13 "great"
"31" 14 "hurt"
"32" 19 "it"
"33" 14 "kind"
"34" 18 "short"
"35" 14 "well"
"36" 20 "great"
"37" 14 "happy"
"38" 20 "it"
"39" 12 "miserable"
"40" 6 "will"
"41" 10 "common"
"42" 21 "it"
"43" 9 "leaving"
"44" 14 "prompting"
"45" 14 "young"
"46" 19 "out"
"47" 24 "sooner"
"48" 23 "leaving"
"49" 2 "good"
"50" 23 "it"
"51" 27 "it"
"52" 24 "young"
"53" 28 "it"
"54" 14 "easy"
"55" 13 "exposed"
"56" 13 "middle"
"57" 18 "resolved"
"58" 7 "grave"
"59" 15 "having"
"60" 29 "it"
"61" 19 "little"
"62" 8 "morning"
"63" 12 "wise"
"64" 31 "little"
"65" 19 "pleasant"
"66" 20 "well"
"67" 27 "good"
"68" 31 "it"
"69" 15 "last"
"70" 32 "terrible"
"71" 33 "good"
"72" 34 "it"
"73" 31 "charming"
"74" 10 "make"
"75" 36 "it"
"76" 37 "make"
"77" 37 "punch"
"78" 20 "short"
"79" 1 "settled"
"80" 10 "called"
"81" 38 "it"
"82" 18 "off"
"83" 30 "resolved"
"84" 7 "serious"
"85" 28 "young"
"86" 40 "it"
"87" 40 "resolved"
"88" 31 "still"
"89" 32 "calm"
"90" 31 "having"
"91" 32 "little"
"92" 23 "common"
"93" 21 "great"
"94" 27 "fresh"
"95" 13 "hard"
"96" 41 "it"
"97" 14 "close"
"98" 30 "easy"
"99" 36 "good"
"100" 38 "make"
"101" 31 "morning"
"102" 43 "anchor"
"103" 13 "bitter"
"104" 28 "high"
"105" 25 "out"
"106" 45 "it"
"107" 34 "terrible"
"108" 47 "out"
"109" 19 "first"
"110" 34 "frighted"
"111" 41 "hardened"
"112" 23 "ill"
"113" 19 "lost"
"114" 41 "still"
