"clusters"
102
26
9
17
92
10
52
34
2
8
50
52
40
68
49
8
20
86
111
40
58
30
96
41
111
72
62
21
42
102
6
55
83
96
76
8
24
102
1
64
30
105
89
86
39
84
21
104
7
53
103
54
43
1
81
83
33
66
37
55
39
63
33
82
88
51
26
48
4
88
3
66
8
44
15
34
110
78
104
4
16
9
68
69
47
92
30
56
90
97
18
53
57
12
92
80
46
30
70
14
110
56
41
25
101
37
31
59
101
31
75
79
38
31
100
63
100
95
23
61
73
19
25
106
14
74
64
73
1
77
80
94
103
59
45
6
99
4
57
62
67
47
93
93
91
65
81
87
27
13
82
48
98
7
88
18
71
82
74
19
60
29
99
22
13
95
86
66
28
73
72
39
4
64
36
69
69
86
86
99
48
32
3
90
53
1
35
42
25
12
94
85
27
58
103
63
108
84
79
62
40
40
10
35
5
101
43
65
11
17
20
102
75
107
105
78
109
60
105
110
58
15
93
92
96
46
50
46
9
26
97
12
86
21
21
