"clusters"
109
93
36
61
34
39
88
105
94
87
105
101
84
97
11
47
51
80
68
43
2
46
88
71
72
62
24
103
18
45
41
111
96
81
48
57
24
73
91
86
74
107
9
67
60
33
2
76
65
108
19
16
18
83
75
3
69
51
90
106
89
58
13
7
97
56
35
21
108
13
108
105
105
100
35
68
67
16
86
85
45
71
48
82
47
28
24
29
38
111
30
12
109
29
88
86
73
52
13
101
34
50
25
31
35
80
106
9
71
109
25
79
26
80
44
90
78
53
12
91
69
17
112
76
92
23
17
27
66
8
95
54
14
95
81
29
22
77
59
49
109
94
10
4
99
2
67
59
110
21
32
29
12
42
15
61
46
27
59
89
18
107
102
41
17
55
40
82
46
96
27
37
58
91
104
19
30
6
77
12
40
79
60
99
111
79
44
78
20
98
39
40
68
34
14
45
104
66
66
66
72
73
91
74
1
64
15
5
63
93
16
56
70
53
93
93
95
87
87
84
24
24
51
51
