"clusters"
21
62
13
22
49
42
51
25
73
46
35
53
27
74
10
8
58
63
35
58
44
18
22
55
73
40
32
33
45
41
16
5
9
24
46
62
57
7
71
4
4
54
73
23
38
19
2
25
51
62
17
54
24
45
68
56
6
42
19
31
64
2
48
32
61
12
5
41
66
20
36
62
7
50
62
5
36
1
28
57
65
37
45
8
26
29
43
34
70
54
24
61
40
39
11
30
23
18
15
52
61
36
16
69
28
3
27
60
28
23
33
12
36
49
21
34
31
32
50
53
53
53
67
30
47
3
64
14
38
69
69
72
29
4
6
22
44
33
10
73
15
54
68
13
59
69
34
5
9
17
37
25
74
35
