"clusters"
37
7
48
30
17
27
32
10
7
37
19
30
22
39
38
57
50
51
16
21
70
55
46
41
51
18
65
62
34
9
57
8
73
47
64
10
58
20
20
60
13
25
53
45
9
67
32
73
37
48
25
59
24
62
69
61
21
49
13
44
63
56
33
9
19
41
17
36
19
67
63
31
55
39
34
33
15
52
69
71
40
22
65
42
12
33
16
28
45
31
71
29
1
4
48
8
7
35
14
67
19
54
23
70
53
72
29
3
27
66
47
43
22
5
45
41
62
52
32
25
26
68
8
72
55
6
57
39
50
21
9
20
46
52
60
45
61
61
5
44
2
69
70
11
60
41
46
65
48
