"clusters"
37
20
12
37
48
11
3
13
13
10
21
26
63
66
51
48
5
68
43
60
56
40
30
38
12
10
16
34
41
39
27
45
19
68
6
54
25
7
55
58
2
29
31
48
10
58
1
18
32
42
39
17
14
46
43
42
20
53
62
30
48
24
54
51
15
28
60
1
5
57
23
4
17
43
41
55
55
65
35
22
17
35
5
21
46
2
15
5
50
50
37
53
3
27
46
53
33
61
54
69
38
64
62
55
47
38
26
5
14
26
49
65
21
59
12
11
46
36
35
34
8
39
56
30
12
57
27
18
47
22
67
39
44
67
9
40
52
19
19
7
