"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-beautiful";4;4;0;0;1;"#-beautiful";4,36197405020701;"#-beautiful";0,886583528669435;"#-beautiful";137;"#-beautiful";0,0248835403726708;"#-beautiful";0,464262157678604
"#-free";12;11;1;138;0,916666666666667;"#-free";3,51984558068652;"#-free";0,930451496338172;"#-free";74;"#-free";0,18075117370892;"#-free";0,2366903424263
"#-pleasant";6;6;0;0;1;"#-pleasant";3,56634203412186;"#-pleasant";0,960353527563798;"#-pleasant";41;"#-pleasant";0,172727272727273;"#-pleasant";0,160664811730385
"#-safe";9;9;0;0;1;"#-safe";4,19539096096297;"#-safe";0,896043010639792;"#-safe";108;"#-safe";0,0434910373200118;"#-safe";0,423952281475067
"#-wise";10;10;0;0;1;"#-wise";3,90807554715561;"#-wise";0,939693535216803;"#-wise";64;"#-wise";0,0996376811594203;"#-wise";0,237851232290268
"accustomed";93;56;13;15,6153846153846;0,602150537634409;"accustomed";4,1796665212651;"accustomed";0,90369091808395;"accustomed";109;"accustomed";0,0532185764580085;"accustomed";0,404661760798522
"afraid";190;77;35;6,94285714285714;0,405263157894737;"afraid";4,17470857234148;"afraid";0,897001312380696;"afraid";117;"afraid";0,0383082995069078;"afraid";0,430553430898322
"amusing";9;9;0;0;1;"amusing";4,36921904216783;"amusing";0,885447790661602;"amusing";139;"amusing";0,0238095238095238;"amusing";0,481492459774017
"appropriate";18;17;1;55;0,944444444444444;"appropriate";4,04484988849724;"appropriate";0,918188018072942;"appropriate";85;"appropriate";0,0724575942311221;"appropriate";0,33525763452053
"atheist";8;8;0;0;1;"atheist";4,29386351408395;"atheist";0,892289903500931;"atheist";123;"atheist";0,0339066339066339;"atheist";0,454345494508743
"beautiful";192;74;30;8,13333333333333;0,385416666666667;"beautiful";4,24696614651669;"beautiful";0,892559026399803;"beautiful";124,645161290323;"beautiful";0,0412715343346157;"beautiful";0,44665834932558
"best";290;97;50;5,08;0,33448275862069;"best";4,09678228556056;"best";0,903129774136127;"best";109,352941176471;"best";0,0569638153105527;"best";0,408650296868062
"blessed";18;14;2;70,5;0,777777777777778;"blessed";4,13164305718491;"blessed";0,908934852354038;"blessed";105,333333333333;"blessed";0,0655419420299021;"blessed";0,377850959698359
"brave";14;13;1;43;0,928571428571429;"brave";4,36757586679703;"brave";0,8858827999658;"brave";138,5;"brave";0,0244359266379588;"brave";0,492663189768791
"calm";83;46;11;18,9090909090909;0,55421686746988;"calm";4,30850047262207;"calm";0,887455593658582;"calm";130,583333333333;"calm";0,0304231022882884;"calm";0,465778907140096
"capable";26;21;3;74,6666666666667;0,807692307692308;"capable";3,8605759886344;"capable";0,910733771227151;"capable";101;"capable";0,105807352236161;"capable";0,352529175579548
"careful";104;51;16;15,4375;0,490384615384615;"careful";4,07568837293516;"careful";0,907671383023998;"careful";102,941176470588;"careful";0,0674926570954004;"careful";0,3883497189073
"cautious";56;43;7;28,1428571428571;0,767857142857143;"cautious";4,31778784766264;"cautious";0,886385468584326;"cautious";133;"cautious";0,0295125374921834;"cautious";0,477099560201168
"cheerful";199;70;32;7,75;0,351758793969849;"cheerful";4,15191921857609;"cheerful";0,901366570162283;"cheerful";110,181818181818;"cheerful";0,0557023524206382;"cheerful";0,415799671050274
"choice";8;8;0;0;1;"choice";4,18162422983886;"choice";0,896682500929081;"choice";106;"choice";0,0452775073028238;"choice";0,432664036750793
"clean";67;42;10;22;0,626865671641791;"clean";4,19547410517485;"clean";0,898993728411515;"clean";115;"clean";0,0510127941420568;"clean";0,421876496889375
"clever";32;23;3;77,6666666666667;0,71875;"clever";4,14835823849322;"clever";0,901711502961268;"clever";107,5;"clever";0,0527824363960687;"clever";0,397346302866936
"comfortable";210;86;29;8,44827586206897;0,40952380952381;"comfortable";4,23935554244533;"comfortable";0,894764871192218;"comfortable";119,633333333333;"comfortable";0,0424101348151697;"comfortable";0,439845403035482
"compassionate";24;23;3;27,3333333333333;0,958333333333333;"compassionate";4,34835078106703;"compassionate";0,885954943440068;"compassionate";135,75;"compassionate";0,0255539375500183;"compassionate";0,480024687945843
"competent";3;3;0;0;1;"competent";4,24296652215482;"competent";0,892581470336486;"competent";116;"competent";0,0368996083281798;"competent";0,43250447511673
"confident";11;11;1;107;1;"confident";4,35933839394747;"confident";0,883660400289286;"confident";139,5;"confident";0,0247456475924914;"confident";0,491964817047119
"coward";3;3;0;0;1;"coward";4,15884108242557;"coward";0,897321308967012;"coward";103;"coward";0,0463063063063063;"coward";0,430627286434174
"cruel";46;33;7;29,7142857142857;0,717391304347826;"cruel";4,31625314499158;"cruel";0,886676157206164;"cruel";133,75;"cruel";0,0300106910326272;"cruel";0,479385677725077
"curious";76;48;14;17,4285714285714;0,631578947368421;"curious";3,83168861074876;"curious";0,91462388024713;"curious";92,4;"curious";0,0813372752259845;"curious";0,350952598452568
"dangerous";25;21;3;54,6666666666667;0,84;"dangerous";4,31471313779974;"dangerous";0,887540587633724;"dangerous";131,5;"dangerous";0,0307454141601148;"dangerous";0,47211516648531
"daring";11;11;0;0;1;"daring";4,39925219189613;"daring";0,870062960001424;"daring";157;"daring";0,0165727801811335;"daring";0,530536711215973
"delicate";48;38;7;35,4285714285714;0,791666666666667;"delicate";3,57008786234999;"delicate";0,924293969840081;"delicate";79,25;"delicate";0,17104885587758;"delicate";0,287392716854811
"delicious";55;37;9;17;0,672727272727273;"delicious";4,24339864724029;"delicious";0,896252568788155;"delicious";116;"delicious";0,0392748298638585;"delicious";0,440533190965652
"delighted";40;26;7;24,2857142857143;0,65;"delighted";4,3146722328888;"delighted";0,88947037149078;"delighted";130;"delighted";0,0300160921895611;"delighted";0,460449315607548
"delightful";38;25;6;33,1666666666667;0,657894736842105;"delightful";4,18420672810381;"delightful";0,904714330308871;"delightful";109,285714285714;"delightful";0,0498488148255782;"delightful";0,411537740911756
"different";177;76;27;8,88888888888889;0,429378531073446;"different";3,95443726183431;"different";0,907614650319848;"different";103,571428571429;"different";0,0761696258812461;"different";0,376311672053167
"direct";12;11;1;210;0,916666666666667;"direct";4,22713838879793;"direct";0,895669655439159;"direct";119;"direct";0,0446109483860918;"direct";0,434437990188598
"distinctive";8;8;0;0;1;"distinctive";4,36778381830065;"distinctive";0,886454016252118;"distinctive";138;"distinctive";0,0242424242424242;"distinctive";0,465479403734207
"encouraging";21;20;1;19;0,952380952380952;"encouraging";4,26125670850239;"encouraging";0,893471179508361;"encouraging";118;"encouraging";0,0366258928232982;"encouraging";0,42930057644844
"energetic";10;10;1;16;1;"energetic";4,36943837507784;"energetic";0,886810780088767;"energetic";138;"energetic";0,0240340556802018;"energetic";0,474746510386467
"entertaining";10;10;0;0;1;"entertaining";4,3901920825296;"entertaining";0,877345961389189;"entertaining";149;"entertaining";0,019152296959326;"entertaining";0,513917565345764
"exciting";21;18;2;18,5;0,857142857142857;"exciting";4,34235929628762;"exciting";0,890817811082617;"exciting";131;"exciting";0,0281491536347269;"exciting";0,4572594165802
"expensive";26;21;3;21,3333333333333;0,807692307692308;"expensive";4,22713113067179;"expensive";0,898557919479484;"expensive";111;"expensive";0,0426520347099077;"expensive";0,407344423234463
"extraordinary";169;81;30;8,33333333333333;0,479289940828402;"extraordinary";4,11750901311802;"extraordinary";0,902422269852726;"extraordinary";110,741935483871;"extraordinary";0,0632801492713205;"extraordinary";0,409826187837508
"extreme";135;66;23;8,91304347826087;0,488888888888889;"extreme";4,21410740181964;"extreme";0,900462089574595;"extreme";113;"extreme";0,0453063367543315;"extreme";0,420020657281081
"fair";169;74;26;8,96153846153846;0,437869822485207;"fair";4,26663841050717;"fair";0,893061812161721;"fair";124,37037037037;"fair";0,0386249472064515;"fair";0,450017004101365
